version,eval_set,strata_type,strata_value,n,err_3d_mm_median,err_3d_mm_p75,err_3d_mm_p95,err_3d_mm_rms,err_3d_mm_max,err_horizontal_mm_median,err_horizontal_mm_p75,err_horizontal_mm_p95,err_horizontal_mm_rms,err_horizontal_mm_max,err_vertical_mm_median,err_vertical_mm_p75,err_vertical_mm_p95,err_vertical_mm_rms,err_vertical_mm_max,pct_ge8_median,distance_to_centroid_median_mm
v4-io,all8,height,mid,8,58.5225437,73.6502711,75.806679,60.1597463,75.8475198,40.2055918,57.71221,72.8845421,47.869322,74.2908071,30.0136614,44.5546281,56.5773555,36.4379347,57.356849,91.7533999,328.237092
v4-io,all8,location,center,12,69.4796976,94.5147116,162.318148,92.9566898,175.808064,34.7302105,47.4835055,63.3827543,40.557238,68.6256146,56.2432869,88.2394824,150.406622,83.6424331,169.456862,92.208571,652.707816
v4-io,all8,location,edge,12,103.608598,167.958417,322.464421,169.189533,369.567818,48.6920517,71.2773821,90.2966422,57.95656,97.5828637,91.588595,164.041058,314.837862,158.953249,368.281884,91.7985012,867.310782
v4-io,all8,location_height,center/high,4,78.953841,97.0650802,140.437771,95.0544267,151.280944,32.0951622,46.0311975,64.1067311,43.2263761,68.6256146,71.9181363,89.9177343,125.839596,84.6570992,134.820062,92.6311407,652.707816
v4-io,all8,location_height,center/low,4,94.1958957,149.761618,170.598774,117.389142,175.808064,45.315223,49.894169,57.2533469,45.0678106,59.0931414,84.7751335,138.444506,163.254391,108.39328,169.456862,91.9587791,760.072736
v4-io,all8,location_height,center/mid,4,55.118172,66.3541306,73.8554914,55.7430163,75.7308316,28.6699561,35.5831439,46.677019,32.1720612,49.4504877,47.0190932,55.6865059,57.0227804,45.5218886,57.356849,91.7950319,197.365033
v4-io,all8,location_height,edge/high,4,172.355461,236.985938,343.051442,222.989304,369.567818,37.3309045,57.2898103,89.524253,55.7000224,97.5828637,154.59352,236.635013,341.95251,215.920673,368.281884,92.5478768,898.520172
v4-io,all8,location_height,edge/low,4,139.541626,190.741741,265.28857,178.941216,283.925278,50.9168,67.116461,80.8914428,58.5362588,84.3351883,128.44531,183.630611,253.614871,169.096024,271.110935,91.2989176,977.058782
v4-io,all8,location_height,edge/mid,4,63.3866373,73.6794431,75.4139045,64.2736827,75.8475198,61.899109,71.2773821,73.6881221,59.5642717,74.2908071,17.447126,24.9621052,37.8160977,24.1496134,41.0295958,91.6700666,628.611412
v4-io,all8,overall,all,24,77.3810381,151.440444,270.255283,136.502829,369.567818,42.1296579,59.6640773,82.8285311,50.0192583,97.5828637,63.1214149,129.785306,259.357203,127.008252,368.281884,91.8817652,757.049097
v4-io,noG,facing,ABEF,6,78.1143951,88.3385818,297.084185,163.924651,365.729716,38.9049334,43.5593775,44.8526992,36.0522069,45.018009,65.2974287,79.7162572,295.101508,159.911005,365.649422,92.0066611,693.825236
v4-io,noG,facing,ADHE,6,95.1999514,146.584158,176.598174,116.460179,183.85671,52.0034206,58.974012,93.9994932,59.6392735,105.263638,84.4529321,111.638818,161.343692,100.030647,177.280808,91.3821815,736.787345
v4-io,noG,facing,BCGF,6,65.8934041,155.01487,267.367603,148.638077,295.321182,40.3200775,62.4510862,82.3593335,54.1516722,86.7360744,31.5691028,147.29588,257.001499,138.42281,282.296748,92.7560366,848.59433
v4-io,noG,facing,CDHG,6,114.91781,148.650211,167.426295,123.143679,173.472384,59.9475995,68.3833048,79.9267258,62.7174227,83.0756711,96.3889636,133.997016,160.061553,105.975896,168.161422,92.131557,786.118933
v4-io,noG,facing_height,ABEF/high,2,222.820633,294.275174,351.438808,264.71124,365.729716,24.4152305,32.7912155,39.4920036,29.6096603,41.1672006,217.070577,291.359999,350.791537,263.050011,365.649422,91.7985012,810.726308
v4-io,noG,facing_height,ABEF/low,2,72.7641645,81.9558786,89.3092499,75.0504768,91.1475927,31.6280666,34.1353664,36.1412063,32.0231292,36.6426662,65.4406303,74.449198,81.6560522,67.8755719,83.4577657,92.125307,693.825236
v4-io,noG,facing_height,ABEF/mid,2,69.7584519,73.0378464,75.661362,70.0661069,76.3172409,44.6873894,44.8526992,44.984947,44.6886124,45.018009,53.2302479,57.6666868,61.2158379,53.9646852,62.1031257,93.6684707,388.638499
v4-io,noG,facing_height,ADHE/high,2,111.676765,133.249665,150.507985,119.721594,154.822565,66.1788612,85.7212495,101.35516,76.8587108,105.263638,88.239986,100.886165,111.003109,91.793238,113.532345,91.9650291,863.905714
v4-io,noG,facing_height,ADHE/low,2,152.862824,168.359767,180.757321,155.973279,183.85671,54.4695151,57.3382872,59.6333049,54.7708635,60.2070593,141.619522,159.450165,173.714679,146.040461,177.280808,91.0907577,783.675085
v4-io,noG,facing_height,ADHE/mid,2,42.0609779,50.1057022,56.5414816,45.033279,58.1504265,38.4947888,46.8848295,53.5968622,41.9930935,55.2748703,16.1537214,17.1068221,17.8693026,16.2658021,18.0599228,90.7993339,508.135316
v4-io,noG,facing_height,BCGF/high,2,108.903118,146.204992,176.046492,132.006092,183.506867,31.7111229,32.8031019,33.676685,31.786239,33.8950808,93.1832442,137.1495,172.322504,128.121987,181.115755,92.7560366,998.520878
v4-io,noG,facing_height,BCGF/low,2,168.775693,232.048437,282.666633,210.94785,295.321182,62.6296088,74.6828416,84.3254278,67.1087891,86.7360744,149.79935,216.048049,269.047008,199.988514,282.296748,93.3746135,888.482137
v4-io,noG,facing_height,BCGF/mid,2,65.8934041,67.7161413,69.174331,65.9941678,69.5388784,55.6730614,62.4510862,67.873506,57.2997055,69.229111,26.1963043,36.0162787,43.8722582,32.7410132,45.836253,91.7116986,643.9865
v4-io,noG,facing_height,CDHG/high,2,102.277691,124.507227,142.290855,111.522801,146.736762,64.1407695,67.3103296,69.8459777,64.4532602,70.4798897,65.05151,96.8768671,122.337153,91.0116057,128.702224,93.5886761,913.213582
v4-io,noG,facing_height,CDHG/low,2,161.380206,167.426295,172.263166,161.832603,173.472384,52.3446855,57.2191177,61.1186634,53.2447787,62.0935498,151.961685,160.061553,166.541448,152.822724,168.161422,90.3413822,854.924406
v4-io,noG,facing_height,CDHG/mid,2,82.8608103,82.9798343,83.0750535,82.8611523,83.0988583,67.6186002,75.3471357,81.529964,69.3627864,83.0756711,33.0193198,48.5475114,60.9700647,45.3296197,64.075703,92.9225645,582.734832
v4-io,noG,height,high,8,113.324156,161.993641,301.951719,169.017931,365.729716,37.5311407,60.9712094,93.089326,54.6547829,105.263638,91.0120382,141.805607,301.062638,159.937224,365.649422,92.6311407,811.098147
v4-io,noG,height,low,8,135.578483,176.068465,256.308617,158.626152,295.321182,45.663896,60.6786819,78.1111908,53.3008544,86.7360744,120.860092,170.441268,245.541169,149.403063,282.296748,91.5903414,724.713163
v4-io,noG,height,mid,8,66.3692707,77.8936212,82.9322247,67.3766582,83.0988583,48.5897692,58.7634305,78.2293751,54.4402066,83.0756711,31.2086464,49.9029712,63.3853009,39.6973297,64.075703,91.7533999,388.951057
v4-io,noG,location,center,12,72.424103,98.6512623,164.843935,96.5321621,183.85671,41.6421062,49.5893606,65.8674028,44.6295508,70.4798897,62.5253765,83.5443548,154.445434,85.5959199,177.280808,92.208571,680.992746
v4-io,noG,location,edge,12,106.508265,175.981004,327.005022,171.835665,365.729716,56.5382598,72.690751,95.0734779,62.2048618,105.263638,94.7080013,171.400005,319.805451,160.181307,365.649422,91.7985012,897.057492
v4-io,noG,location_height,center/high,4,74.2212573,96.6178525,136.71298,91.9109256,146.736762,37.5311407,48.4953729,66.0829864,46.2199069,70.4798897,65.7196795,83.5443548,119.67065,79.4439327,128.702224,92.6311407,777.093842
v4-io,noG,location_height,center/low,4,101.834382,157.930198,178.671408,123.319564,183.85671,43.6275571,52.0723657,60.089313,45.8876975,62.0935498,91.5927209,146.141662,171.052979,114.464117,177.280808,91.9587791,680.992746
v4-io,noG,location_height,center/mid,4,69.2825854,77.8936212,81.6769341,65.574704,82.6227624,43.2368908,46.3079597,50.9908154,41.634479,52.1615294,53.9696894,62.59627,63.7798164,50.6617406,64.075703,91.7950319,367.627916
v4-io,noG,location_height,edge/high,4,169.164716,229.062579,338.396289,220.650184,365.729716,43.6644071,69.6671464,98.1443395,61.951681,105.263638,147.32405,227.249172,337.969372,211.774628,365.649422,92.5478768,999.653616
v4-io,noG,location_height,edge/low,4,147.670661,203.934583,277.043862,187.394764,295.321182,51.4014402,66.839313,82.7567221,59.8020182,86.7360744,137.05983,196.695253,265.176449,177.596498,282.296748,91.2989176,935.937183
v4-io,noG,location_height,edge/mid,4,66.3692707,72.9288734,81.0648613,69.1316595,83.0988583,62.2519907,72.690751,80.9986871,64.7614263,83.0756711,12.3081391,24.6342846,40.412753,24.1897499,44.35737,91.6700666,722.929673
v4-io,noG,overall,all,24,81.2671558,150.671662,278.601511,139.366341,365.729716,44.6873894,60.6786819,86.1870139,54.1352087,105.263638,63.5116651,130.467155,267.119599,128.422569,365.649422,91.8817652,775.518422
