bootstrap,delta_tag_mm,rho_percent,rms_mm,delta_A_mm,delta_B_mm,delta_C_mm,delta_D_mm,delta_E_mm,delta_F_mm,delta_G_mm,delta_H_mm
669,-152.74113046856291,6.838660865350477,93.58643811369862,332.4349133858449,147.44190813232575,209.36584016953364,264.52726363838974,136.673698792362,159.20388162066786,148.4160384870779,93.12039983894383
670,-4.567743051356349,3.712223634355749,87.0728486837708,264.73895277919115,185.67716287044885,174.87905084220358,253.5424581752008,170.1318029985137,186.1587993067245,163.40583446192784,92.64988263093517
671,-140.74173594862907,7.126624672643822,98.68529848187248,301.8563954390139,188.09495353796808,123.67143170290657,220.15163408449556,153.08497386300525,217.94390653559057,204.27181059277362,82.10883830939208
672,-190.60653024768087,8.853640471157576,98.19195663059125,345.1434020745097,203.64962632003363,135.90902791957592,318.93999709111813,147.3837631298826,161.08227631109068,170.6680826814677,8.40776853746732
673,-208.15426808566346,9.110594502204528,94.99189799991306,290.1721539024807,200.84133796556708,182.3470524154841,177.79014131005036,159.4859768229171,167.59976363070683,213.91739632325834,99.03012169468111
674,-86.19224835304344,5.595410416748514,82.24224844602787,316.0282095623852,200.98349029481415,181.63203054380148,216.4469140537787,173.43226310797965,154.3137734594772,162.71549420909435,85.63176883381493
675,-104.66122259486222,6.126433762128158,93.44627833111997,323.88724287242246,142.41606394925543,65.32592242931833,255.4328272066604,136.9018991573633,234.94714800291925,242.8244471847666,89.44839326243992
676,-153.0565004714534,7.976147521289079,90.34528410173895,290.03535251034566,120.04422497239472,79.95705552750454,359.46402686263053,169.942426163748,239.41813438557043,132.33621045061895,99.98651319233278
677,-228.93686572417965,9.510474704175564,98.95419895116589,316.6004705013919,193.70093492593486,107.71680295833539,200.3187074440174,185.4613129982764,210.85064445490858,186.57109016200513,89.96398062027599
678,-137.44011020118697,6.905323389472429,83.42108702671212,338.46995609467365,212.23712566157351,121.19908020676134,219.7708837851293,196.09815148105912,153.72993391133838,167.3027408753299,82.37607204928041
679,-136.15126054943593,6.561609344537089,84.3523718280351,317.47582037994994,122.93648261451571,111.82153855038393,298.9980066204134,136.30627646068598,174.36527552619637,209.347582035994,119.9329618770063
680,-234.73580967674022,9.796834329329911,97.35740805384756,267.58955261726993,186.90395524020778,113.47391902833306,199.31468333554122,128.17774851388975,233.3450507456417,279.65138586506436,82.72764871919782
681,-161.48502341363775,7.7734745340617195,92.84934446578605,354.6031852778983,196.02108552291227,153.20066944574108,204.36362763493474,145.9944891074045,163.42624122115183,153.51473296835033,120.05991288675261
682,-263.3804146393601,10.956425181808527,112.55211628101169,357.31505995015357,116.21388218874353,139.36104469763762,273.05621028853926,180.5261713670911,181.46359377089647,165.75266602456864,77.49531577751537
683,-51.94268758321545,4.786800166636596,89.84006828437985,341.41494489965146,177.06211170490252,194.24299550770277,257.4507752336944,108.57698396210326,144.28582962576394,177.13081813656558,91.01948499476165
684,-33.156715991292565,4.033962032659488,81.89408582297162,320.7811149651028,203.31560135418397,171.20364210668828,206.6511176669573,176.3329635911885,163.32007196156263,173.00610120329947,76.57333121616264
685,-136.42014699539774,7.19392050862675,98.48752087863797,282.56823243060273,187.5319172060796,142.88586783267428,243.4213944822494,137.01769483010236,173.91820926461426,235.53499112699626,88.30563689182671
686,-162.25639382329211,8.937783059785431,104.85026577009371,403.5516010314303,144.49757360726042,225.20856070764617,242.81343007554528,58.62411649804126,191.2837997038488,166.83067485547235,58.374187585900984
687,-82.35778600608148,5.857139549281953,86.33348250429212,279.2637753772822,121.54017840571917,224.6678371537295,206.38702694241263,273.7560244599518,138.50355315990012,195.28907217589804,51.776476390252185
688,-82.21479157852826,5.810928605809806,85.64795380069354,279.4596490458152,119.61357477545052,178.04230267998298,246.3231481190545,199.2178570623444,236.63671525057788,175.29206182829165,56.598635303628555
689,-273.9325925178779,11.001084059449795,93.35079375567909,401.2381089926756,139.90692736895994,138.31605571530383,225.46053693557138,241.6358414504502,151.27110693694692,159.81696450475025,33.53840216048749
690,-200.8594525600556,9.057030931268883,103.79436757590938,261.7173736091941,203.91551307958883,241.39761764657464,196.77454604360494,183.84961446766386,183.00125522064855,184.91547932089267,35.61254467697805
691,-112.94878445339516,6.949968950697638,100.62647283575356,285.18249839651764,152.931618341073,179.77307505430522,234.13712009270665,151.65676470943254,270.37531788970637,145.8975078877757,71.23004169362851
692,-243.3532732854575,10.056859456978628,95.30136171914711,344.5849010710084,154.56265130684454,144.70667798312206,234.42569902833526,137.8778292172213,204.41863718370527,182.60898031139942,87.9985679635094
693,-220.64971108025063,9.414954309347223,94.55289124134983,330.78972968514825,129.75852184958913,108.19306441166671,275.7340616004009,102.90334440853648,191.30263032858085,299.67024946797164,52.8323423132517
694,-239.99672579784,10.690911612448417,115.84804089416262,316.5026585229949,112.92620771318457,283.64506871303115,300.98560418773826,61.275872516487865,149.09324985459892,221.18507933762453,45.57020321948539
695,-101.15304951265405,5.97896758692098,87.93192429719869,252.13293138996985,194.9611100782898,129.18254467437902,288.0196546846369,127.57682573561368,160.25031459353355,214.01791890322434,125.04264400549845
696,-104.00601229769697,6.013123085110905,93.62966785359,273.24054767617156,175.9224382491895,112.37188073594939,222.97897755671778,154.5298561137789,242.75190973326656,251.71227172160565,57.676062278466304
697,-235.42069879386185,9.821691510698827,105.93624823546791,364.7630584113824,109.41887174529927,187.93014987389435,207.21906206790493,161.64234211876993,191.73123441462354,209.40611000760524,59.07311542566589
698,-156.4496832203057,7.340184962860263,88.72905240916646,367.27257802346855,134.84255065905947,103.88354727437677,279.774486040016,86.51420929568135,188.89486494895263,246.22226482553248,83.77944299805843
699,-132.96889796156918,7.104254725147996,94.62488333033693,262.8386185738383,218.02327645025062,105.42232824592593,308.3613621885928,133.08077384357313,157.3421176980908,230.2447280703875,75.87073899448659
700,-259.18521908357724,10.893667232901905,103.23865278701028,243.72196075691403,158.8694437797579,283.26095498064376,259.6817147593957,180.86966720425673,165.46523448429218,129.3648681611801,69.9500999387052
701,15.64740242171882,3.3162310934338635,97.03875636816969,252.50159798125014,170.81940786180294,94.79220777960298,318.78401797108893,156.90816480418977,222.2537273603201,224.09110918458543,51.033711122305306
702,-26.684519884751783,4.168260656029599,90.46019451501685,324.5593776876648,191.1134907937566,82.6342480416182,224.80471606434222,171.52064190907493,264.55520747828086,188.44287442651958,43.55338766388843
703,-220.1385623205982,9.422836654275102,100.35401983438781,315.6878335963252,206.62098691188692,173.99368253397643,310.7995001785088,69.98997658774054,164.60782754099466,190.2261402242867,59.25799649142631
704,-146.73912014535225,6.898186207352985,89.55129195770739,355.2248238423742,173.192961133043,77.30227665497236,255.055258403932,170.00576024708573,205.41469182571623,207.60056211547197,47.38760984255015
705,-244.2667508926714,10.043413312269855,96.77322038183735,310.226502969185,177.1587876121294,137.22341343283216,176.85373275859544,179.52443765671498,190.16241814113798,265.64752291730804,54.38712857724266
706,-178.69004957534642,8.607341536301405,84.51035293210754,338.25161118946636,203.95267663817944,125.0540785324257,222.06011941909193,211.30557151165763,124.87505311884748,193.83667309270845,71.84816056276864
707,-195.24944797394136,9.176990472502311,106.61505595039387,354.3856036234282,161.94647703226997,140.8631323270655,212.40647244815653,156.69331437166974,170.55296156584927,244.7798959163941,49.556086780312285
708,-150.97930457131474,7.266992768407476,95.1426156506121,310.47827365030344,114.90383001254557,149.64944035067253,207.91221963861074,170.60865761751987,263.4613415795494,208.62994388233216,65.54023733361188
709,-92.7921823028953,6.1234160055359865,88.51582988057666,233.33818019774625,159.06739860927553,138.78606603212077,205.4128813737513,201.04477635551973,190.81993634380714,243.96744213317763,118.74726301974727
710,-252.4312400013985,9.773450340394785,95.56522510332445,278.62154296312275,193.95305074457477,196.05220774631061,212.19245312136715,150.90386248704343,189.1967775512268,175.38019332383155,94.88385612766858
711,-116.37716392614973,6.166299257370866,82.89629012891261,320.33648691146607,121.15603884723825,186.53611766884922,255.4072382572209,217.480515938822,184.7186047604894,140.06036332793806,65.48857835312174
712,-261.9305537194575,11.071417362674651,112.89987730843225,373.1519856666462,206.44738974968325,157.5254998634172,196.26330220220183,224.26962178689328,137.04570541446213,147.53679745091594,48.943641930925736
713,-64.57225427818581,4.808912696076817,84.43344133713637,299.7276629273684,137.23673212127522,160.73047444774784,287.493956558867,158.201708791176,223.591236431945,176.99232971092366,47.209843075842514
714,-159.63049276759563,7.578323514467655,93.2446267553637,309.27192388818713,220.18427668105733,115.73873333156608,230.84767987307367,146.12430756860994,150.38614915167696,203.81180324336944,114.81907032760506
715,-228.16130075971316,9.313458395146057,99.16961054826656,365.15910629947575,153.50638232028192,185.94559287244087,259.88577261315584,150.43557106512498,167.85592821065347,140.28860012881773,68.10699055519507
716,-132.88431241893406,6.788850408263869,83.1886957253249,328.75819203527203,208.10558036457928,63.187639221521906,287.6629131265005,129.98901877183084,214.96791852709032,205.2363437445086,53.2763382738421
717,-231.87354876692706,10.006754175212151,101.64259184481844,342.07928600203763,159.89199690824267,172.33180913489397,212.40057942240654,172.40518726775792,211.65956524039717,138.68372450364703,81.73179558576268
718,-154.1115473016758,7.446999760105655,80.34866638911603,286.21739412834665,153.198633765308,129.20376765323346,236.7344240486089,239.54074458700237,171.3881688668054,179.44092293051042,95.45988808533043
719,-52.25344548904131,4.556404241372292,72.45016904050004,299.2435493924071,210.47751120296,234.90448100937488,209.6913343214131,144.07082484689676,138.657854812424,150.70018959847823,103.43819888119148
720,-267.18384795891757,10.40771715342359,94.36981590104531,324.45036607493273,232.18867845664977,74.62062170852319,273.01585711591486,126.34311457077193,190.59167754178537,215.60196420732984,54.37166438923799
721,-100.79624238437658,5.708855656264689,83.67306384194484,303.1901479867205,181.86204030051465,162.31380878921675,282.9891849715491,155.67645747217477,139.29109228293714,184.49739418958166,81.36381807245101
722,-209.73436348734512,8.99485810246552,94.45794299108164,277.6396935218832,184.06470825519165,197.78385892142643,229.11402795853405,171.83348340548346,161.15596698406517,187.76453484120825,81.82767017735338
723,-167.134901557986,7.920056423476041,90.22108884394353,275.548637250375,128.5511069636654,167.8057404961619,245.64948453752658,124.82633566617223,225.27853325863236,216.2550753922497,107.26903050036246
724,-233.57685686352866,9.447385145933396,85.61543744535975,346.83759437768117,207.20155398979392,151.17000657205836,197.75130449550775,152.44241347006678,145.1137157758423,194.9933990022793,95.67395638191606
725,-89.05452626511389,5.6596043178387845,88.09414732019492,387.32800640169523,219.4285049684943,115.37952338936357,210.77677552066095,185.11065016760094,136.26731024657155,159.48152366117105,77.41164970958808
726,-198.28961137214577,9.069669633552735,99.83281561677684,264.2932638738097,259.7347355447792,109.40321503938254,301.3517381651129,140.43557881866622,188.37541442794927,171.9517241503489,55.63827404509692
727,-46.716695446766465,4.687231791989177,85.83226503722459,270.306508768117,226.9179592693447,146.47671259106923,210.23379075541837,188.5578484215927,163.51276311053303,241.06879061137732,44.109570537693344
728,-163.23582651705777,7.611870763826545,77.24359732808169,296.5321340846065,138.80988261352638,126.79593826420847,295.4218502894703,190.76419294490586,180.51528376488457,155.49230830642557,106.85235379711796
729,-91.37682981446505,5.166972530936675,69.19642155162269,338.5974907631676,155.42405543085778,126.10126567040749,217.58143011528009,155.70736585363045,149.59556017110123,206.8359270461078,141.34084901459318
730,-233.63177714583577,9.806314246993963,99.78636910462033,467.8564304815233,135.46207230056598,72.02125862357539,292.167659072836,170.09957633073168,166.14435698129677,134.38402130766735,53.048568966949176
731,-143.0209356724293,7.1403607322878315,89.30840372317836,381.6354908014472,152.67057837985152,144.01513828418769,191.5630720206529,125.74438843397476,144.29866670948815,274.6219185723219,76.63469086322164
