bootstrap,delta_tag_mm,rho_percent,rms_mm,delta_A_mm,delta_B_mm,delta_C_mm,delta_D_mm,delta_E_mm,delta_F_mm,delta_G_mm,delta_H_mm
516,-156.3883635541248,7.833239673731995,97.008953420903,316.43256093310015,154.87100549169418,117.72068064622364,232.0239152610681,148.36422308009242,208.327345116584,251.91049694382826,61.53371659255484
517,-86.67681702547188,5.60833245562975,71.02117949837917,299.4550633518072,121.63044562267334,145.77683498846682,236.18095294589247,201.63114048131732,238.38626823895052,168.57699983990022,79.54623859613773
518,-62.512883609160966,5.16124593955789,85.5382895197133,349.8226249868276,192.95683696283209,101.62752139523695,306.27145816848815,175.9147689675712,150.04209349455482,142.0149895074,72.53365058223484
519,18.470257427456474,2.9217818228421955,86.26778161272294,285.46120478005093,187.22773362625986,174.74514650302555,186.76922532655928,160.77109708434656,233.9357350976823,171.46238132100405,90.81142032621706
520,-189.02535542924477,8.803191041638314,100.01540286981364,331.81271923862744,158.70406608675512,151.8004654248738,288.56711897833543,136.54012697146663,148.24491041254933,199.5252192015471,75.9893177509908
521,-147.70234408444136,7.488280907608669,88.37000461001087,297.2158631801611,251.4260144150375,48.306811535891995,249.8214375301448,190.80634771450022,197.49759106485317,184.23787873167302,71.87199989288384
522,-99.8882835449434,6.653229277724648,99.92167758268522,302.0305691796131,225.3660252309059,103.92597647638229,210.35398051304796,157.15900617169942,198.36733639250218,195.57369315938882,98.40735694160595
523,-181.77687670091407,8.541328004159254,112.38570634877517,350.72877820485905,117.3567019255774,229.18510813589384,200.5425940707377,150.89588371442375,208.10961435166203,184.59072400034262,49.77453966164927
524,-135.0669900715118,6.708863734825599,83.2459686470245,296.2859819792326,223.17951217354755,130.18357779443295,224.7379453644748,166.41317620674988,152.42637096182457,210.40506497905193,87.55231460583141
525,-45.01303163017433,4.130716152038616,86.97223809556064,306.1847009599859,134.88937945363995,169.3944651645034,211.69990966776683,166.35417397083364,201.65869124183234,205.68162425525307,95.32099935133051
526,-144.5099331282853,6.9355934586886825,79.10477132917812,270.81558337041486,161.87438826236615,104.2006259624581,367.9106244193665,186.79848375386723,139.84770642679155,200.04856736786158,59.687964502019625
527,-204.91568270262994,8.935296019900818,100.2680287933202,280.3834947126597,157.47477954828656,251.9135564341289,228.67671986960764,178.9352259375534,188.82197650460162,181.90168528194437,23.076505776363405
528,-258.9912067204341,10.700923643473548,98.42661160690879,298.7647033656601,178.8253345949666,137.04069370850988,283.42599691984026,184.90779474893608,145.28308588428834,177.51769861985127,85.41863622309306
529,-250.3339110387189,10.107991096637647,99.43726702894112,313.9077651340571,135.85121684409168,137.99728838811183,262.9175731505979,172.8077613371414,136.9060916808572,245.04809521135053,85.74815231893803
530,-116.0839471378563,7.058721217894615,93.52242673632824,333.80610752644577,215.50482417563225,108.906033548835,238.30983453081086,149.60662622203682,192.35311299357306,171.531988168636,81.16541689917588
531,-128.12336950971206,6.4066513613866505,77.63118255059541,330.0159387831301,149.11516814513067,219.66240729588563,233.5634894075929,135.6079363413165,195.80982874589722,158.59116544009208,68.81800990610057
532,-88.02061896511998,5.981997818246487,99.0192752043272,274.7252957963055,179.7505023414037,164.98566227867894,239.492842282855,174.36406793022513,142.95109312756867,249.21674235306602,65.69773795504267
533,-179.3553025909043,8.127927714227923,88.59296884268977,310.31350382011993,217.9977462333863,146.0240834945738,249.9667133003848,185.07361511761826,147.89783847127262,141.67989578364268,92.23054784414724
534,-91.8408178445669,6.269930230364906,98.77506076903909,258.53927852297227,160.21903804919208,145.82083362444422,272.17135802951736,118.71785774849005,234.92615615059708,250.67055865565231,50.11886328428022
535,-250.2597250821889,10.0235423823122,99.14821494634866,300.69489983308324,126.49181962586889,120.23068614497072,260.62024725180913,179.1848445124101,235.26200884982015,216.95998172482982,51.7394561223536
536,-227.64473668387967,9.515653069779617,97.16829633774945,338.6907881996985,169.5452759826381,151.43644024905151,228.7058968208034,159.95307478540894,202.29242903668847,175.62897849266153,64.9310604981952
537,-254.8781304238632,9.981818808243403,82.37053027248652,346.539120276773,165.8582030045565,155.00613813021792,270.19072269023377,143.6616742885301,116.19786737393073,218.37606608359945,75.35415221730409
538,-156.87801262817334,7.347432984684588,87.74139406284303,290.9608144409485,142.55263700900682,128.2726540525828,232.82613577788504,141.88323146389683,203.21444649507245,242.9152525315396,108.55877229421354
539,-207.66779758373147,8.76565466867163,95.39820384846448,368.8827788871299,107.62005683310508,186.24425951791693,290.48772014851596,89.7608177040983,201.49843961551298,200.1592234084641,46.5306479504024
540,-230.28288747537613,9.470018251872247,94.17875135612015,291.78385652980387,186.9633158032375,87.02899224469516,249.98676484978213,196.362515575008,187.7505972467418,203.22369167094783,88.0842101449294
541,-274.9780561860344,10.438352297294884,91.98360471286081,301.0692737908752,157.28719376890305,186.71445763411975,272.3303016683684,138.7554214802921,154.174555708247,219.11421840808316,61.73852160625695
542,-60.8637573426696,4.769798775057588,82.10561265302303,340.10343208151835,195.80422664292018,177.13251530693194,273.44722925951913,130.8052393722673,143.2677315059718,160.80199133129,69.8215785647269
543,-237.55801657512126,9.610746156841543,104.10772138571409,347.9828882571554,127.9568808452762,147.0419470780094,187.56511557292384,152.97186280775867,177.67906548026406,250.4192651698396,99.56691885391842
544,-198.87339726367784,8.944390359303789,100.60339137069187,296.04021352437553,183.4474945972151,186.7080050515048,214.75609243811948,174.17397769865065,204.65369308077496,150.0844248062116,81.3200428682935
545,-250.87351026338837,9.770609742761849,88.41808002347358,348.0956733378857,215.49489607246608,124.58314862451971,224.32378511947252,157.40837361094611,213.68820978119822,179.64506416117115,27.944793357486105
546,-164.40024678038242,7.885979463634385,96.029611238892,384.6030364277693,95.69088553780828,129.11915941701298,273.92294289127744,140.11780810571216,195.1497026451934,161.09185138924775,111.48855765112427
547,-183.452293471279,9.217378257486075,103.92165422647841,365.3296177725624,217.6035865848689,103.50859938432333,250.03713570695936,113.8585897441786,183.8707160859485,190.4790703595556,66.49662842674888
548,-131.70695682458742,6.8295961613406675,85.42921785957554,318.044678482913,171.0254893572165,69.91268729555014,283.60539240309834,159.65830501043618,216.74636638931875,172.97584292154264,99.21518220507004
549,-231.30410704867396,9.87202135865779,104.49017160747101,358.1815078880726,207.6666413414489,161.87185720637666,197.2491990157879,172.78333792467254,177.35933031770466,192.05396108965974,24.01810928142271
550,-89.82300312250506,5.613937803970259,86.52877516489035,274.17328529475213,217.7324167050351,146.20151057132372,217.26162790683568,146.64504186179687,210.2580975787022,170.06745129068358,108.8445128560163
551,-118.52754418232897,6.196245678546575,84.78065818129083,239.95223115041566,200.44834793564786,97.84714164815215,292.58487678472176,222.67359482797286,162.4470770383318,188.50295155722648,86.72772312267703
552,-161.65903853266235,7.827885929287248,93.70292603414167,355.51028221159993,159.20932303912113,127.91162512309977,234.16393958782476,92.90314291490728,264.85412211850127,216.33835760854754,40.29315146154394
553,-140.69199894849277,7.313849107913839,88.1873233002135,301.1326223483215,166.9020274113209,107.22503527588971,238.1930056205469,194.90468795555438,174.1243667988109,202.99871418158392,105.70348447311743
554,-199.62342370471399,9.484800347338762,107.67318529209399,306.86719175553463,229.2858671480634,129.87626939368693,235.16089373719447,199.9135872998797,188.46534652001642,182.01411752234895,19.600670688421104
555,-269.4742881410708,10.858961631272734,98.03539043999858,284.80712828746334,153.00603013388542,168.8804138848759,318.60805292785267,165.27511243965733,182.73355943913367,180.4966034074674,37.37704354480988
556,-234.87964600949252,9.94964240628775,99.7040266002679,394.3806841496166,117.4166792171392,186.22152929830781,258.29556499696304,163.085259909277,98.32343615363614,208.5384477384839,64.92234260172192
557,-158.67749021410492,7.977928872712425,104.3776946905613,358.43834039015303,142.5028227110338,140.37103243683816,255.22081961937755,123.63742235542125,224.9494572011404,191.89039205771465,54.17365729346676
558,-208.13251614342013,8.955123441758772,86.68314945414227,330.7791681138425,201.00800822191695,119.18706128352004,280.7130832672649,175.4877457592441,162.65811873775243,161.68066998677887,59.67008869482585
559,-208.77189060911954,8.918166438441943,96.52357735090237,346.3374759326756,222.8477958675844,157.25757825049268,208.01949104322622,152.12727806179328,159.05647423263017,191.17068907987178,54.367161596871426
560,-216.93742560495986,9.237548482610691,94.49228085186664,264.6619601098146,205.79608973352475,143.63279980212428,244.95515815729436,164.1175357249084,211.05103487269412,206.21004132122258,50.75932434356258
561,-113.95722634590835,6.394393345417004,93.61938385351803,377.60865666832433,184.3230401269038,122.5791804392831,196.97707265955057,165.69351812571603,237.4993809371972,154.41184040360625,52.09125470456431
562,-245.56729006408125,9.959651469514341,92.36781662301053,365.82583345033976,143.2620547914055,133.20754720911424,254.3006175383203,153.7396512051689,227.72252258844512,165.59876811546553,47.52694916688631
563,-133.46073048718398,6.924947102048281,89.31198349164579,273.32911171905573,186.40204850898857,195.0175434140706,238.02871780017273,130.3294671458349,160.83996137501364,209.84395717210236,97.39313692990704
564,-66.00336919180201,4.948666190541218,87.25995625015551,298.6812936230684,168.93717586261226,126.62155326988393,249.5880935292225,139.89638821781705,211.2444290346694,190.80557490508528,105.40943562278675
565,-257.27206385010635,10.708892055013663,97.2732101597813,284.42767704755863,155.8888184825808,144.77836464533294,342.9193058834062,158.7605640665536,218.48350681560515,129.47826354671042,56.447443577397905
566,-95.24975204497673,6.273638159935047,95.78567516539637,307.83422852487337,94.78465091560172,198.8631190629358,242.25499193529802,157.25949922501093,250.54339495286894,169.41032970083302,70.23372974772386
567,-209.9423090888618,9.248731195656035,107.91979224756257,305.43844781791745,171.18676834247563,202.01536159572504,248.32409906311216,111.24321516565143,129.39197173883062,273.78815219072703,49.79592815070629
568,-126.35390544623482,6.67371633525029,87.83925589373274,284.123418082426,155.4219948721675,169.79520338150257,307.1884659816111,132.3353394541162,208.54877419706716,174.887895252971,58.88285284328414
569,-308.10836663987317,11.606783913001095,99.62722300607474,375.60803223591097,124.97840840626381,114.7493049498209,246.24787721144529,236.9021765374472,145.9149005036017,177.0185650093956,69.76467921126016
570,-71.64774716242565,5.558315603747133,87.24315877802086,294.9013127964672,248.3837515583458,101.46957205881071,247.2477920181329,122.88972665785765,139.4722327348327,241.57690712801184,95.24264911268676
571,-141.17259700560862,7.354348287412904,97.14754900061033,295.27913684760966,122.24653882725212,121.48954862040965,277.47885397326604,178.77529822108679,173.24365078797535,245.38207811042912,77.28883867711693
572,-163.35736681644718,7.761423050909855,103.35427256273286,295.17116320033256,144.63519021905054,134.5997236832925,225.8500856351763,171.91710903285565,177.8564242565707,274.99299777664623,66.16125026122114
573,-226.89474754065245,9.553230932669265,89.28174193199683,326.51422550333837,203.06237024257098,111.55728565521137,207.8488594548864,219.87896395540568,204.5116150241096,140.03424710256093,77.77637712706229
574,-215.44538313701722,9.489160383080986,101.95580511339715,311.45472482107675,222.33855341309322,125.29890675944688,266.550441272593,126.12505117849767,196.87360881267136,205.98304682900732,36.55961097875942
575,-121.80790880417852,6.453743163575965,83.8915618051067,276.4096944122627,196.9797049175361,115.60940965555614,291.90359754200585,181.12394326790812,174.38460049331283,196.47423664062254,58.298757135941315
576,-51.19833569355561,4.672765122204936,86.805173359586,266.7953009401584,202.73361674237145,188.772418280008,220.32742799331652,176.67084718156391,199.219543264388,179.9741518814922,56.69063778184716
577,-133.85483874253808,7.4996093909661,106.8580038475024,385.6180419896748,179.28960563182432,163.08703084453663,240.78178177168041,167.32315415935267,146.279674445129,145.72558291313797,63.079072309809845
578,-134.87861597163993,6.914017923112681,89.00866123344899,345.42113142651823,144.15959762201646,149.4071014031784,264.7013426772381,149.65167672929277,200.35909703497504,159.71480917571682,77.76918799620984
579,-92.60082505518675,5.8405773291688945,81.7944100462961,251.6277934853497,151.869522012531,164.35073424816906,298.71176822197947,201.5309483506608,159.08069728623818,184.89382051364652,79.11865994657086
580,-182.59970254564712,7.751538479377995,81.73243586048217,334.63404746304707,191.9176028494569,143.92126491567893,215.32248793688998,136.40354809044348,191.71166105163394,168.39049095775067,108.88284080024471
581,-233.91650269824578,9.9295957548442,102.14910190685268,340.1036082217357,144.00631679376593,147.83636041991977,209.53135378486172,200.6212983995793,186.89919601085955,186.31535441670877,75.87045601771483
582,-93.94403265850931,6.63588462523137,109.50045583359697,318.5662763722154,155.36326142702106,179.65958433374206,299.4061650118607,192.46849256841827,140.14650951355495,164.6614340778976,40.912220760435616
583,-206.3535029168446,8.504902382275592,101.10959467743785,293.51999390260227,178.59547579813594,202.30310732414222,237.4069733456446,165.62102599768312,209.52965303188788,159.59824124620303,44.60947341884662
584,-151.1947658577901,7.230053059802799,88.61872463083598,271.605944818972,208.779658889506,104.21186877490676,285.0492003657181,117.17849551280122,234.21480714020106,195.65929385541313,74.48467470762739
585,-159.0106618086203,7.914497750621052,99.04386371944774,360.6881465383401,165.94213592003683,114.43180860070736,234.0055476463054,100.35406263375258,208.00938622707642,216.363435943726,91.38942055520091
586,-176.51119845431887,8.15151429587253,96.19323967863409,305.48489923106996,212.78480485132204,180.31045980582655,281.0966547848614,153.28210321744785,176.2354056043924,135.47237449588286,46.517242074342505
587,-137.1313631891354,6.88460861425142,85.64463470211197,310.40571248166054,136.92178540340907,99.41377874384276,255.0696877201327,163.72570666958785,214.1660168779739,242.35386786389898,69.12738830463984
588,-190.13431059296082,8.393676879913414,87.45650161644542,303.6593965429763,151.5926164183478,197.31359281705392,228.16585133083322,161.18211248130294,194.9531146780537,173.7212813574253,80.59597843915242
589,-160.03381550870387,7.283733669497394,82.69148711517192,281.1637020729817,276.60859961822706,112.38517632567937,279.2249240736553,135.96001048666554,175.70097775156967,152.43756440060048,77.70298933576649
590,-205.2416689314202,8.994655967553555,102.51397196393481,305.45802842722753,183.9753860348057,88.41859324266643,331.97996785182414,162.0628468669272,169.06228767695222,223.00785842274797,27.21897554199444
591,-174.12465779800763,7.82234667736077,97.14525813471253,327.94973320862437,152.7293257444752,182.10600276273996,288.39266784281085,124.53167286213633,167.11304000962969,169.4180700488811,78.94343158584815
592,-154.15177966456602,7.809206408474267,90.22380221335827,344.77341912823226,219.28932997120424,215.7636714104535,187.92501967939214,120.97984459268356,193.37456820986944,189.20754480939647,19.870546263914008
593,-112.94161970448694,6.49637148525315,84.63889074912059,334.5792163417425,208.56762242687518,103.39115662256857,259.76286206137735,148.71431729676175,126.63913663279646,184.2789619842184,125.25067069880545
594,-152.51774280946816,7.421032171747299,84.08700947779978,289.69584771371535,153.81691784212822,144.32771822015042,318.69515676606494,152.26299962726645,183.29983397065848,181.47466134613947,67.61080857902229
595,-150.87847650151664,7.390076223658104,92.74825201561264,326.22893152637624,187.28763218925457,160.42274077497447,262.6003917718371,158.38710267768812,189.23726844289948,176.678218063568,30.341658618547626
596,-47.828455473568006,4.830122264177916,86.30990661878488,304.8391062446656,169.87729529736373,107.803218558729,287.4500842989506,142.42370766792192,143.81782199318508,232.7170171578187,102.25569284651101
597,-118.4938002538335,6.197977566191781,69.99359225776517,297.9955638675533,125.14996068656262,156.752108974441,276.17650212826334,225.32359200501443,162.1006642068159,180.5448949816904,67.14065721480463
598,-160.06076530896203,7.79236155679115,89.97362349697742,309.90804443140064,153.07199205316357,142.61005704045613,268.7319585777566,111.92118308801162,150.946801129604,238.87326209182532,115.12064565292775
599,-154.68997021694963,7.709803599590259,87.7580004915658,329.4686246434256,169.91016882026983,162.85141886809743,266.3267936920031,206.03045020893228,143.5383918133372,142.93724447963015,70.12085153945003
600,-158.84269766152963,8.059704078756624,87.19385435525355,256.66427601537265,115.23828444728996,126.84730559965601,340.44608103089706,178.3263404268913,217.28744478274137,202.96169152802315,53.41252023427407
601,-237.61926778337968,9.689352325853662,93.71039428873682,319.49024424599395,169.2330610845283,116.07484101065752,286.87667146606805,217.77036330597116,137.2747120266704,185.78675937218188,58.67729155307434
602,-126.59076846105722,6.686284553061483,95.96894965549946,320.95247408291266,190.99586230271044,117.72140328815783,252.5791036681704,173.4052001327319,193.29150537637184,148.25068470677977,93.98771050731082
603,-144.76863072953992,7.441749892628646,97.08199562828194,368.8452092180786,189.60586788560943,133.0538617677873,225.0850238478693,150.3784750831266,183.20913355652388,201.38562113999612,39.620751566154354
604,-134.76718685490587,7.410067105917051,102.45388981867569,331.7008432094226,237.30434474413113,157.1003152266826,227.20004121980028,116.55972744459875,192.48077116190586,191.96031245759684,36.877588601007574
605,-322.37359660337995,12.546159673159707,103.68149501270315,308.6926450347436,111.32761174421712,157.6777614668677,288.7750618360469,128.91604989351765,161.88215098304968,213.8510124135687,120.06165069313421
606,-38.577761109879624,4.311494362526247,73.71999570250128,295.54390114176005,151.8014666678103,171.86035401579588,305.8159989444142,185.4486112748289,151.9635202283449,179.7141194795681,49.035972312623244
607,-220.07022003219998,9.369887774922603,96.9574862707901,266.2361895555787,241.66491187613218,62.29871471791458,291.19955811265856,137.6963159148506,196.61538994146122,210.18991542410123,85.28294852244849
608,-229.24189878377157,9.579383025113941,80.82015957098595,316.0568750969459,146.77172406008918,148.06774747231898,250.6853956726905,173.3259894163011,185.88413668833908,188.99431806078036,81.39775759768057
609,-178.08949805997975,8.449904964071209,102.52525889602258,343.5476226495458,170.11545084870056,122.07347833431453,309.60888785599656,129.6408339545124,223.64602437941303,111.52764319532646,81.02400284733626
610,-47.997335525801944,4.909039890386069,87.09184208628535,313.8119437354958,204.51880939070818,92.9622939766361,266.3281712520927,204.2038386846889,196.1458338403541,145.07574904352362,68.13730414164627
611,-107.779681438368,6.117128636745051,91.99499032842768,285.933664046569,197.68191307654246,193.8836998072159,256.99342004526386,117.3619773212839,180.96804637172892,179.8719986637177,78.48922473282391
612,-47.15368539033544,4.322477450095263,82.19829291279126,273.9332814405289,189.25140748374764,148.36274568780408,201.99192004861726,182.64201007125155,211.9810064863502,210.1762957455695,72.84527710127651
613,-176.15089120154323,8.679373339026952,103.78008647949122,444.5269729957766,202.95794932647178,195.5156938494145,211.6188094006318,145.8955486444534,77.43604682818572,164.06002506003162,49.17289796018022
614,-258.39845095802883,10.61470131415696,99.16926076147347,267.06054733167855,217.14362598836823,192.0146638725132,244.94007960189373,194.8313772745814,116.46352667965509,164.81718879787195,93.91293451858344
615,-144.50412276940338,7.216668059282583,85.8770090718599,306.254848394719,173.69226096652292,96.06507651412778,279.025007149765,98.68882072946883,293.68861939111093,174.8481524433499,68.92115847608126
616,-210.00996794649296,9.067254863107,90.04796106188626,335.03637637044517,178.8988818600499,139.837238059754,188.44671073780302,117.9890793345655,189.73391467562732,216.82350340210905,124.41823962479165
617,-168.633926813413,8.452492542759282,101.77341266776044,283.6806491709065,183.84337644950207,195.631329294787,277.2492557346128,164.8267965126441,168.50014318951378,176.4688212336218,40.98357247955755
618,-201.3841798561302,8.440060716403153,95.20323763084136,312.3249645149906,206.39514464016148,63.14633057728746,305.9588561462024,139.05363410325265,166.38870073707,204.17096093861608,93.74535240756494
619,-57.65555202107235,5.113217626162658,78.51710084181765,338.13876673704215,195.49158277523674,125.74651796632963,227.21484170977547,194.65703149539257,147.40632620840182,153.16615434281528,109.362722830152
620,-148.85933111802183,7.743921229576323,92.08409050233381,381.2759517730036,191.70163331442816,154.80781449324994,204.3424194817108,186.33957894575786,150.81517603933236,174.9456471100073,46.9557229076556
621,-30.503706906698234,4.37491103587746,87.8419491071491,275.8855262490523,259.55712446862526,110.32115840644381,201.79317074553714,164.05237769472285,226.226418102516,160.63089463009936,92.71727376814883
622,-148.82776199345557,7.235236604357098,94.44939141422874,324.54133058422497,162.76085849256975,124.20003130537742,181.078346263955,172.06071605066097,215.4725639139507,218.71749194552297,92.35260550888384
623,-190.54480778997828,8.868270945013279,94.04467398215894,384.7845077315114,238.84462154652527,81.23907621379155,259.7732921867471,134.46347650028093,156.63913300640596,184.55389700250205,50.88593987738142
624,-186.7603111093007,7.932176439509764,87.94710733443719,295.3863198243755,180.25144122083,99.39832129623073,242.9543434632278,212.4208242832875,190.3845657535555,207.13197713520645,63.256151088432134
625,-221.14757434263845,9.405228821407263,96.04055684379662,370.96534337841683,82.31264204721347,178.79232547386962,258.916540088846,111.81408166185808,211.53837625532813,201.51584315166528,75.32879200794822
626,-91.09409136980959,5.6562888808699086,95.52423016897971,322.49094372525417,145.53863749366565,187.4939877935526,268.23495615409126,212.15896918586992,177.5921757345556,134.94562914838713,42.72864482976928
627,-134.49849544338008,7.266247604015064,93.1813070114146,312.0186971817958,146.74466585925418,111.70044535256001,312.8283543242911,156.55592272022636,198.46385892786475,187.53532787529832,65.336671823855
628,-244.2012966709306,10.38107647787001,113.28049255254456,297.85296324390447,140.95260691776997,126.91307695051677,265.08600545501275,209.9489896020059,218.23619646865453,210.89521808626554,21.2988873410157
629,-167.2503160067731,8.162964820433594,96.32604553716054,317.3508740418019,199.72954971164077,132.71468103342735,143.4477313316835,148.8284244814809,227.41861850030227,210.92796868191536,110.76609628289356
630,-206.1251821274599,9.01050886836785,105.51848376536623,319.1402132129152,221.5965862504841,85.43761134140038,219.80803686380636,136.49827482422927,196.38934587309012,259.29270279606857,53.02117290315161
631,-192.52590362685964,8.742678079500621,91.27122243761413,309.8774396042712,160.90630744642854,185.90154568129563,288.1403027188006,174.65447696585196,122.37911228364419,186.787217103327,62.537542261526454
632,-62.57798928726815,4.970603870006407,75.59492873964366,286.5719770053371,175.2293864772424,130.04758128023852,227.45423120801428,125.04970808540853,238.76466156478406,214.68364548365787,93.38275296046291
633,-161.5574821914784,7.5804699496728745,84.7605852053496,276.25168363225157,136.258963560442,156.57810818873085,277.1988515373805,118.69880434067973,171.92149331786027,258.0460815946094,96.22995789319128
634,-78.89960667811121,5.500866095115953,80.80944648622246,285.46242822674213,177.88367406317622,158.27439235225606,192.71689661430372,158.96577307085192,209.68493912984968,222.40912569672702,85.7867149112389
635,-46.85043050947897,4.036057702768403,69.49866806608496,276.32576880306334,98.13122130632235,229.2918997547419,253.2001965291516,133.8549731175322,251.47415388393813,172.88248100990901,76.02324966048704
636,-70.87578776636323,5.50976372663925,87.79381081276362,305.06387442175,249.95935431832908,186.75386565733794,221.5611018638436,116.64161145378195,182.49454768718383,163.65036279324744,65.05922586967185
637,-202.59109757727563,8.270210251136945,76.89576170868537,304.07778865689295,134.71385175976934,83.80117193875073,266.75280798544077,149.93285959795597,264.44604965916534,223.21997897298726,64.2394354941832
638,-147.92590399163444,6.830450370349439,90.88326236264025,307.89186925945205,218.91236432966187,157.75937994111666,285.9972599937463,132.35146083790767,164.7207563585623,186.7373605798747,36.813492764824105
639,-104.21916034850813,6.122996468339537,90.1822149112803,328.9784626953772,159.12592126213863,141.2259827088615,278.2920411878302,126.70407201800711,223.86564322589422,168.4309986990607,64.5608222679761
640,-54.40470809376731,5.3318876223105605,93.74581927908162,298.73130706949894,163.80283578417024,214.2859678172183,308.2104709315446,160.65119692675526,110.40894120503923,185.39511955700956,49.69810477390948
641,-33.18728527955802,3.9799752673161493,83.57234739978121,304.6571492510428,150.93798339631047,120.8582930448175,208.32623827120784,199.73446706704584,194.06118054865163,182.348821538924,130.25981094714552
642,-91.86420198706277,5.6900690347085,81.28646231533178,366.45435184805075,154.1501969462439,134.75533330696075,192.5808311599585,234.02222453831126,160.76848626697222,164.1730390875575,84.27948091109072
643,-122.35345354858433,6.555761104872282,98.79896369418015,384.2698337936314,181.58569879384711,197.33222477461058,221.96746689639832,114.87333799143845,158.2383411216124,159.4678610589678,73.44917963463956
644,-69.37460666307051,5.339801904315777,93.61791385256728,340.81540448371777,130.35216554080637,89.15044866465703,270.4087326988159,156.2905278552787,230.5456123683806,202.97739809750522,70.64365435598405
645,-245.09966158480404,10.3090124610965,94.28261531195533,388.06063201343636,228.6729593376431,79.87267247161628,172.81843140871194,159.44392899159718,203.51908204289748,190.59938072887473,68.19685707036855
646,-305.1634874191038,11.076986355268303,87.98941296154038,339.8151490050774,217.87189994688444,80.93650783082151,287.91491942914007,191.7451662267375,132.51926409497878,161.25820209677053,79.12283543473538
647,-159.8644130409376,7.327487074118011,79.81605129376302,390.38743073067735,158.18386645420546,131.66177182005828,246.512053898918,165.24014895959397,172.6159538710934,165.61942408853346,60.9632942420657
648,-172.61154923586975,8.066658800344584,90.22496907918656,286.8391642066506,235.517904321816,151.1123862000824,284.1932659047893,138.06940378431688,150.3048149132029,168.02035349933746,77.12665123495012
649,-124.78828348183961,6.523772437925857,82.8964722932222,340.67063592351496,165.03471181150996,100.00596462955083,283.02210631655373,186.29556821007384,213.16867163733917,153.88492465525718,49.1013608813459
650,-271.74475664442184,10.27355506895109,98.03098528600246,393.1817890628874,201.92294245612706,235.63419750105925,268.15452815460026,96.45522961495021,135.64406164090943,90.09973480756491,70.09146082704709
651,-104.17250249309545,6.5153298364965195,101.92665206706604,299.3584665083928,180.74333818371687,154.95595421937057,279.2558019191728,127.91335533719003,146.656936192904,223.0815346115539,79.21855709284463
652,-116.70443772030133,7.127652472760815,99.95329481664253,407.7690940668943,148.0889356901497,169.1113922787905,216.37729221724229,99.02004433667538,183.48976415129943,231.16166732366966,36.16575400042436
653,-114.72393437133603,5.837571678107167,83.18587866396861,258.57752475924326,111.7214967348196,153.0505612744967,243.92565717417338,216.46382452316513,158.89267628611896,262.43209226315884,86.12011104996982
654,-92.11997058165701,5.535390762099013,75.24686485082835,255.26171241864228,239.35713972007085,109.10124152882331,244.50869004047559,195.15781079593046,168.2574894467653,196.70410198053497,82.83575813390287
655,-155.8964434683874,7.629684378709101,93.9303138804896,317.44574978069465,119.67140503909266,227.34330204342487,335.70062399641677,128.0627747513129,177.83812942565095,124.91704743510263,60.20491159345019
656,-310.45089893937273,11.372612831488027,97.94492555229306,422.0276571281945,123.27265085495394,116.56314694414641,208.49710999961866,188.71070720343602,190.1772612715617,204.05004535898468,37.885365304249746
657,-235.86866153156447,9.689760142460457,92.37441757517101,221.8456340905274,203.95979645885512,151.32307659610518,275.2583992531345,188.98067759032963,137.74457316500082,250.6001044898196,61.4716824213733
658,-128.76582451767587,6.645330313605058,87.25378284157625,306.9616737376996,220.03550150546917,173.46145142368772,246.99314054296235,187.35047795661123,147.22703091758228,139.86816661932983,69.28650136180343
659,-42.57650600647161,4.531475607356228,89.7503141513047,320.85242725602563,171.6919821274717,210.12733550428254,247.89893441317687,130.51948270083125,175.73878644053187,177.59424634344785,56.76074927937793
660,-116.49846280808846,6.154497062457764,93.54113975649565,301.072958347125,211.17119018383687,112.3722198036768,226.86023798946675,144.53359243362343,160.50230878355305,252.8368094263601,81.83462709750364
661,-309.03557972498004,12.182261986662013,99.80985503282979,330.31942216515284,111.29759409174926,81.96239615490764,324.0215712942565,204.21182587925244,143.1014224872686,242.97935303193876,53.29035896061961
662,-309.2852886903597,11.858595690578255,105.10299038455392,347.7941984843796,126.21215118314944,157.37647570541236,312.7862706243639,110.15208960659892,176.92127634689393,220.16299855832793,39.77848355601955
663,-95.51338778920343,5.925499722661165,98.43255122613529,299.89996004844085,177.05555107353175,127.11646498064243,237.41284771986724,161.9091372951491,188.02954655426976,214.74906062585788,85.01137576738662
664,-228.7791297015225,10.13267576478114,100.81431613377097,290.78050678509084,166.24005151198037,130.02221252223114,286.5685313936714,154.51250236970023,185.52881972344886,189.21111497508468,88.32020478393817
665,-224.52158554717397,9.440301842634646,102.28678626979728,289.14283864225706,170.48056362392626,121.19402981286473,293.0622621363495,160.10367593766884,242.37358642593117,160.72685676596674,54.10013072018131
666,-178.08086132789904,8.190494125273062,90.36736622056478,297.91926518112746,205.69269900864253,136.17697782881874,207.4787202636563,209.9176092804364,147.8992892491941,170.8095566959951,115.28982655727498
667,-124.0810433412481,7.084562128950722,93.25126603191114,326.8107443820494,115.77935924161393,121.0581779340357,208.929356030487,180.00890922419703,241.87967660592471,211.22912015167265,85.4886004951652
668,-162.28146468868954,7.445517108915922,91.18662244661625,256.64271677240816,209.87173561473628,177.74451525468598,273.04328813653115,91.49505113344165,156.2871688814386,237.02726386165375,89.07220441025007
