s,delta_c_mm,d_tag_mm,median_3d_mm,rmse_mm,vert_slope
1.035,-30.0,15.0,101.917236328125,124.86515773900861,157.03344268383893
1.035,-30.0,20.0,94.24079895019531,119.84830907234361,145.81815942706402
1.035,-30.0,25.0,86.719970703125,115.04446745579511,134.6998028388398
1.035,-30.0,30.0,79.98306274414062,110.47136223926995,123.6799215163352
1.035,-30.0,35.0,77.79342651367188,106.14807151304022,112.75958519132234
1.035,-30.0,40.0,75.778564453125,102.0952947924144,101.94018534288824
1.035,-30.0,45.0,75.91284942626953,98.33487209689399,91.22287897282013
1.035,-30.0,50.0,74.6390380859375,94.88948650107397,80.60873978817519
1.035,-30.0,55.0,74.20437622070312,91.78213844479764,70.09870647275964
1.035,-30.0,60.0,74.70109558105469,89.03535496415876,59.69376436170991
1.035,-30.0,65.0,76.30845642089844,86.67005107824876,49.39450850717152
1.035,-30.0,70.0,77.11405944824219,84.70485004469195,39.201852991653496
1.035,-30.0,75.0,75.39459228515625,83.15424767412667,29.116395648727497
1.035,-30.0,80.0,75.97254180908203,82.02794933835814,19.13851794471637
1.035,-30.0,85.0,79.28971099853516,81.32970849803287,9.26889264751388
1.035,-30.0,90.0,80.83149719238281,81.05667806290701,-0.4923103871866186
1.035,-30.0,95.0,82.35674285888672,81.19957269264876,-10.14468878327277
1.035,-30.0,100.0,83.86504364013672,81.74265603958713,-19.68826779561558
1.035,-30.0,105.0,85.3490982055664,82.6648772671547,-29.122637084165913
1.035,-30.0,110.0,84.0263671875,83.94095825433642,-38.4480033538796
1.035,-30.0,115.0,86.36156463623047,85.54269253474402,-47.664363210161824
1.035,-30.0,120.0,84.17613983154297,87.44017206871365,-56.77185691995655
1.035,-30.0,125.0,82.95171356201172,89.60315066656418,-65.7705725070008
1.035,-30.0,130.0,85.60885620117188,92.00199025530644,-74.66098956804151
1.035,-30.0,135.0,88.20384216308594,94.60813505587139,-83.44330179505266
1.035,-30.0,140.0,91.60807800292969,97.39502060712601,-92.11795381372545
1.035,-20.0,0.0,109.73346710205078,130.07897240714965,168.3443217747025
1.035,-20.0,5.0,101.9173583984375,124.86517729134893,157.03351500468455
1.035,-20.0,10.0,94.24082946777344,119.84830907234361,145.81811143618015
1.035,-20.0,15.0,86.72003173828125,115.04450141005219,134.69987667721023
1.035,-20.0,20.0,79.98304748535156,110.47134455934716,123.67989734860332
1.035,-20.0,25.0,77.79342651367188,106.14806231303754,112.75960275508179
1.035,-20.0,30.0,75.77857971191406,102.0953043576197,101.94020465703088
1.035,-20.0,35.0,75.91275024414062,98.33489692436251,91.22294576412168
1.035,-20.0,40.0,74.63906860351562,94.88949164686257,80.60872658117128
1.035,-20.0,45.0,74.20441436767578,91.78211716478324,70.09868859699112
1.035,-20.0,50.0,74.70114135742188,89.03534673796693,59.6937364134772
1.035,-20.0,55.0,76.30845642089844,86.67008488100868,49.39450193498923
1.035,-20.0,60.0,77.11389923095703,84.70482986893369,39.201870583129896
1.035,-20.0,65.0,75.39453125,83.15425648211732,29.11639183217276
1.035,-20.0,70.0,75.9725341796875,82.02796124359821,19.13854855713088
1.035,-20.0,75.0,79.28968811035156,81.32965746634957,9.268893896420657
1.035,-20.0,80.0,80.83138275146484,81.05668408685523,-0.4922869432486764
1.035,-20.0,85.0,82.35672760009766,81.19954262590554,-10.144748162375846
1.035,-20.0,90.0,83.8651123046875,81.74263811939733,-19.68821954188288
1.035,-20.0,95.0,85.34905242919922,82.66485659350653,-29.12262495101177
1.035,-20.0,100.0,84.0263671875,83.94097570521652,-38.448038440516875
1.035,-20.0,105.0,86.36155700683594,85.54268397268115,-47.66437659063592
1.035,-20.0,110.0,84.17615509033203,87.44016927662595,-56.77185316676443
1.035,-20.0,115.0,82.95173645019531,89.60319153687412,-65.77065796874321
1.035,-20.0,120.0,85.60887145996094,92.00197433343482,-74.6609893258316
1.035,-20.0,125.0,88.20379638671875,94.60812989477965,-83.4432937812937
1.035,-20.0,130.0,91.608154296875,97.39504066076722,-92.11797677570027
1.035,-20.0,135.0,95.46675872802734,100.338100315882,-100.68545144410398
1.035,-20.0,140.0,98.0038833618164,103.41492861737855,-109.14625606472528
1.035,-10.0,0.0,94.24082946777344,119.84830907234361,145.81811143618015
1.035,-10.0,5.0,86.72003173828125,115.04450141005219,134.69987667721023
1.035,-10.0,10.0,79.98304748535156,110.47134455934716,123.67989734860332
1.035,-10.0,15.0,77.79342651367188,106.14806231303754,112.75960504562916
1.035,-10.0,20.0,75.77857971191406,102.09530914022201,101.9402023664835
1.035,-10.0,25.0,75.91275024414062,98.33489692436251,91.22294576412168
1.035,-10.0,30.0,74.63906860351562,94.88949164686257,80.6087354063813
1.035,-10.0,35.0,74.20441436767578,91.78212248478731,70.09868630644372
1.035,-10.0,40.0,74.70121765136719,89.03534948003096,59.693728367560446
1.035,-10.0,45.0,76.30838012695312,86.67008206411252,49.39450566437897
1.035,-10.0,50.0,77.1138916015625,84.70482698668211,39.201873964487355
1.035,-10.0,55.0,75.39451599121094,83.15425648211732,29.116384637961126
1.035,-10.0,60.0,75.9725341796875,82.02795826728835,19.138557106720388
1.035,-10.0,65.0,79.28974914550781,81.32966947380734,9.268901677769527
1.035,-10.0,70.0,80.83148193359375,81.05669312277672,-0.49229152434350065
1.035,-10.0,75.0,82.35672760009766,81.19954262590554,-10.14475391774515
1.035,-10.0,80.0,83.864990234375,81.74263214599986,-19.68820525021645
1.035,-10.0,85.0,85.34905242919922,82.66485659350653,-29.122620469209487
1.035,-10.0,90.0,84.0263671875,83.94097570521652,-38.448038440516875
1.035,-10.0,95.0,86.36155700683594,85.54268397268115,-47.66437659063592
1.035,-10.0,100.0,84.17615509033203,87.4401804449762,-56.77186832342835
1.035,-10.0,105.0,82.95173645019531,89.60319153687412,-65.77064645800459
1.035,-10.0,110.0,85.60887145996094,92.00197433343482,-74.66098069277764
1.035,-10.0,115.0,88.20379638671875,94.60811957259536,-83.44328861306165
1.035,-10.0,120.0,91.60808563232422,97.39502060712601,-92.11796759675099
1.035,-10.0,125.0,95.46675872802734,100.338100315882,-100.68545144410398
1.035,-10.0,130.0,98.00401306152344,103.41493806052634,-109.14626064582012
1.035,-10.0,135.0,99.32482147216797,106.60541657791127,-117.50110367479007
1.035,-10.0,140.0,102.51667785644531,109.89147256355928,-125.75039542647265
1.035,0.0,0.0,79.98304748535156,110.47134455934716,123.67989734860332
1.035,0.0,5.0,77.79342651367188,106.14806231303754,112.75960275508179
1.035,0.0,10.0,75.77857971191406,102.09530914022201,101.9402023664835
1.035,0.0,15.0,75.91275024414062,98.33489692436251,91.22294576412168
1.035,0.0,20.0,74.63906860351562,94.88949164686257,80.60873251123502
1.035,0.0,25.0,74.20441436767578,91.78212248478731,70.09869513165373
1.035,0.0,30.0,74.70121765136719,89.03535496415876,59.6937107171404
1.035,0.0,35.0,76.30838012695312,86.67007924721628,49.39450566437897
1.035,0.0,40.0,77.11394500732422,84.70483275118517,39.201880828104535
1.035,0.0,45.0,75.39451599121094,83.15425648211732,29.116375483796535
1.035,0.0,50.0,75.9725341796875,82.02795826728835,19.138557106720388
1.035,0.0,55.0,79.28975677490234,81.32966947380734,9.268901677769527
1.035,0.0,60.0,80.83137512207031,81.05668408685523,-0.4922869432486764
1.035,0.0,65.0,82.35672760009766,81.19954262590554,-10.144735609415953
1.035,0.0,70.0,83.864990234375,81.74263214599986,-19.68820185142115
1.035,0.0,75.0,85.34905242919922,82.66485954688515,-29.12262622457879
1.035,0.0,80.0,84.0263671875,83.94097861369619,-38.44803752278519
1.035,0.0,85.0,86.36155700683594,85.54268397268115,-47.66437664572769
1.035,0.0,90.0,84.17615509033203,87.4401804449762,-56.771843359435984
1.035,0.0,95.0,82.95173645019531,89.60319153687412,-65.77064501916227
1.035,0.0,100.0,85.60887145996094,92.00197433343482,-74.66098357046229
1.035,0.0,105.0,88.20379638671875,94.60812989477965,-83.44329149074629
1.035,0.0,110.0,91.60808563232422,97.39502060712601,-92.11796184138169
1.035,0.0,115.0,95.46675872802734,100.338100315882,-100.68546007715791
1.035,0.0,120.0,98.00401306152344,103.41493806052634,-109.14627071771639
1.035,0.0,125.0,99.32482147216797,106.60541657791127,-117.50110367479007
1.035,0.0,130.0,102.5167236328125,109.89147700686345,-125.75039206422134
1.035,0.0,135.0,104.3376693725586,113.25716985444012,-133.89499229233837
1.035,0.0,140.0,105.61974334716797,116.68825321128087,-141.93554057108705
1.035,10.0,0.0,75.77862548828125,102.09530914022201,101.94020586064217
1.035,10.0,5.0,75.91273498535156,98.33489692436251,91.22293997382906
1.035,10.0,10.0,74.63906860351562,94.88949164686257,80.60873480736896
1.035,10.0,15.0,74.2043685913086,91.78211184477888,70.09870621021071
1.035,10.0,20.0,74.70114135742188,89.03534673796693,59.693718900551026
1.035,10.0,25.0,76.30839538574219,86.67007924721628,49.39450566437897
1.035,10.0,30.0,77.11394500732422,84.70484139793899,39.20186924751927
1.035,10.0,35.0,75.39451599121094,83.15424767412667,29.11637777993049
1.035,10.0,40.0,75.9725341796875,82.02794636204786,19.138568088293294
1.035,10.0,45.0,79.28975677490234,81.32967247567152,9.268896389505207
1.035,10.0,50.0,80.83137512207031,81.05669613475034,-0.4922984268498827
1.035,10.0,55.0,82.35672760009766,81.19954262590554,-10.144729317095019
1.035,10.0,60.0,83.864990234375,81.74262617260196,-19.688196660140886
1.035,10.0,65.0,85.34905242919922,82.6648713603986,-29.122637047697363
1.035,10.0,70.0,84.0263671875,83.94097570521652,-38.44803462763888
1.035,10.0,75.0,86.36155700683594,85.5426868267022,-47.66437324855307
1.035,10.0,80.0,84.17615509033203,87.4401804449762,-56.771843359435984
1.035,10.0,85.0,82.95173645019531,89.60319153687412,-65.77063077155555
1.035,10.0,90.0,85.60887145996094,92.00196902614367,-74.66097028982402
1.035,10.0,95.0,88.20379638671875,94.60812989477965,-83.44330571892839
1.035,10.0,100.0,91.60808563232422,97.3950256205367,-92.11795349658529
1.035,10.0,105.0,95.46675872802734,100.33811491495891,-100.68547466733521
1.035,10.0,110.0,98.00401306152344,103.41493806052634,-109.14626494488543
1.035,10.0,115.0,99.3248291015625,106.60542115817798,-117.50109478052542
1.035,10.0,120.0,102.51664733886719,109.89145923364563,-125.7503777345698
1.035,10.0,125.0,104.33753967285156,113.2571396756072,-133.89496906575
1.035,10.0,130.0,105.61973571777344,116.68825321128087,-141.93554057108705
1.035,10.0,135.0,107.16134643554688,120.17229249212357,-149.87289554975737
1.035,10.0,140.0,110.63291931152344,123.69834385891147,-157.70791621023994
1.035,20.0,0.0,74.6390380859375,94.88948135528511,80.60871374854514
1.035,20.0,5.0,74.20442199707031,91.78212248478731,70.09868407399792
1.035,20.0,10.0,74.70114135742188,89.03535496415876,59.69371503290801
1.035,20.0,15.0,76.30845642089844,86.67007924721628,49.39449607658606
1.035,20.0,20.0,77.11395263671875,84.7048183399268,39.20185779919553
1.035,20.0,25.0,75.3945083618164,83.15423299414017,29.116350768043247
1.035,20.0,30.0,75.97251892089844,82.02794933835814,19.138544041094065
1.035,20.0,35.0,79.28962707519531,81.32968148126335,9.268859880819177
1.035,20.0,40.0,80.83143615722656,81.05672625448027,-0.4922830453083965
1.035,20.0,45.0,82.35658264160156,81.199566679301,-10.144668928000343
1.035,20.0,50.0,83.86515045166016,81.74266499968056,-19.68823660406822
1.035,20.0,55.0,85.34904479980469,82.66488317391037,-29.12266551361927
1.035,20.0,60.0,84.02635955810547,83.94099897305101,-38.44802666088998
1.035,20.0,65.0,86.36158752441406,85.5426868267022,-47.66438702731795
1.035,20.0,70.0,84.17610168457031,87.44017206871365,-56.77186985811202
1.035,20.0,75.0,82.95179748535156,89.60317518875237,-65.77062230758577
1.035,20.0,80.0,85.60887145996094,92.00197964072566,-74.66099854088998
1.035,20.0,85.0,88.20384216308594,94.60815570023549,-83.44330789090954
1.035,20.0,90.0,91.6082763671875,97.39505068758628,-92.11797315749887
1.035,20.0,95.0,95.46682739257812,100.33810518224121,-100.68546971490011
1.035,20.0,100.0,98.00392150878906,103.41493806052634,-109.14629753790082
1.035,20.0,105.0,99.324951171875,106.6054394792428,-117.50112830938993
1.035,20.0,110.0,102.5166015625,109.89148145016746,-125.75038577273878
1.035,20.0,115.0,104.3375015258789,113.2571267418192,-133.89492791713053
1.035,20.0,120.0,105.61979675292969,116.68825321128087,-141.93554173066676
1.035,20.0,125.0,107.16129302978516,120.17227623941596,-149.8729246415894
1.035,20.0,130.0,110.6329116821289,123.6983478062662,-157.70792228626385
1.035,20.0,135.0,112.26495361328125,127.25671105215827,-165.4413702066569
1.035,20.0,140.0,113.42425537109375,130.83900681037363,-173.0742329215233
1.035,30.0,0.0,74.70114135742188,89.03535496415876,59.69376661229986
1.035,30.0,5.0,76.3084716796875,86.67007361342351,49.39448251129941
1.035,30.0,10.0,77.11399841308594,84.70483275118517,39.20184798492642
1.035,30.0,15.0,75.39451599121094,83.15423886613507,29.11634018044663
1.035,30.0,20.0,75.97245788574219,82.02791957525041,19.13855225145731
1.035,30.0,25.0,79.28971862792969,81.32968748499069,9.268900960765427
1.035,30.0,30.0,80.83138275146484,81.05671721856245,-0.49226519253053924
1.035,30.0,35.0,82.35671997070312,81.19957269264876,-10.144753565149493
1.035,30.0,40.0,83.86514282226562,81.74263214599986,-19.688190649973173
1.035,30.0,45.0,85.34909057617188,82.6648684070204,-29.122617992406152
1.035,30.0,50.0,84.0263671875,83.94099024761383,-38.448024602356504
1.035,30.0,55.0,86.36151885986328,85.54267541061742,-47.66440448334987
1.035,30.0,60.0,84.17616271972656,87.44015531618611,-56.7718548495367
1.035,30.0,65.0,82.9516830444336,89.60318063812663,-65.77062694402652
1.035,30.0,70.0,85.60884094238281,92.00199025530644,-74.66097078467999
1.035,30.0,75.0,88.20392608642578,94.6081608613258,-83.44329274065277
1.035,30.0,80.0,91.60804748535156,97.39504066076722,-92.11796901921095
1.035,30.0,85.0,95.46688842773438,100.3381197813174,-100.68547973277788
1.035,30.0,90.0,98.0039291381836,103.41495222524642,-109.14632701337469
1.035,30.0,95.0,99.32496643066406,106.6054348989769,-117.50112099720559
1.035,30.0,100.0,102.51671600341797,109.89147256355928,-125.75035795314938
1.035,30.0,105.0,104.33769226074219,113.25717416570131,-133.89499216459694
1.035,30.0,110.0,105.61979675292969,116.68823647330522,-141.93552368854927
1.035,30.0,115.0,107.16136169433594,120.17229249212357,-149.87290056223443
1.035,30.0,120.0,110.63287353515625,123.6983280694913,-157.70790312453147
1.035,30.0,125.0,112.26493835449219,127.25670337820127,-165.44134877885242
1.035,30.0,130.0,113.42436218261719,130.83903666576347,-173.07425882307783
1.035,30.0,135.0,114.57217407226562,134.43794310712656,-180.60755893263013
1.035,30.0,140.0,115.709716796875,138.0470438949165,-188.0422329424152
1.035,40.0,0.0,77.11399841308594,84.70482986893369,39.20185037804444
1.035,40.0,5.0,75.39451599121094,83.15423593013767,29.11634834472387
1.035,40.0,10.0,75.97245788574219,82.02792255156167,19.138552743918915
1.035,40.0,15.0,79.28963470458984,81.32968148126335,9.268900365733225
1.035,40.0,20.0,80.83150482177734,81.05671721856245,-0.49227026608696167
1.035,40.0,25.0,82.35665130615234,81.1995606659528,-10.144746999242816
1.035,40.0,30.0,83.86503601074219,81.74262019920361,-19.688186068878352
1.035,40.0,35.0,85.34909057617188,82.6648684070204,-29.122620877985767
1.035,40.0,40.0,84.02639770507812,83.94099024761383,-38.448040694525716
1.035,40.0,45.0,86.36151885986328,85.54267541061742,-47.66439908390779
1.035,40.0,50.0,84.17616271972656,87.44016648453815,-56.77187382375482
1.035,40.0,55.0,82.95169067382812,89.60319153687412,-65.7706376724634
1.035,40.0,60.0,85.60881042480469,92.00197964072566,-74.66095720228836
1.035,40.0,65.0,88.20392608642578,94.60815570023549,-83.44329214562056
1.035,40.0,70.0,91.60821533203125,97.39504567417687,-92.11796146295515
1.035,40.0,75.0,95.46688842773438,100.33811491495891,-100.68547396161865
1.035,40.0,80.0,98.00398254394531,103.41494750367328,-109.14631925740362
1.035,40.0,85.0,99.32495880126953,106.60542115817798,-117.50110945488713
1.035,40.0,90.0,102.51671600341797,109.89147700686345,-125.75036451905605
1.035,40.0,95.0,104.33757019042969,113.25716123191725,-133.89498951604057
1.035,40.0,100.0,105.61979675292969,116.68824902678719,-141.935536401798
1.035,40.0,105.0,107.16136169433594,120.17230874482898,-149.872921932222
1.035,40.0,110.0,110.63287353515625,123.69831228006912,-157.7078837393558
1.035,40.0,115.0,112.26493835449219,127.25671105215827,-165.44135091653206
1.035,40.0,120.0,113.42436218261719,130.83903666576347,-173.07426096075744
1.035,40.0,125.0,114.57217407226562,134.43794310712656,-180.60755818473018
1.035,40.0,130.0,115.709716796875,138.04702974665918,-188.04221971828972
1.035,40.0,135.0,118.05038452148438,141.66077576600023,-195.3793779022416
1.035,40.0,140.0,121.94220733642578,145.27442377488543,-202.62019484041926
1.035,50.0,0.0,75.97242736816406,82.0279314804948,19.13855102412143
1.035,50.0,5.0,79.28963470458984,81.32966347007867,9.268890180994891
1.035,50.0,10.0,80.83150482177734,81.0567322784249,-0.4922616921379272
1.035,50.0,15.0,82.35665130615234,81.1995606659528,-10.144742664318805
1.035,50.0,20.0,83.86503601074219,81.74261422580483,-19.6881948619288
1.035,50.0,25.0,85.34909057617188,82.66488317391037,-29.122645511108665
1.035,50.0,30.0,84.02639770507812,83.94100188152986,-38.44803004354415
1.035,50.0,35.0,86.36148071289062,85.54266970257446,-47.66440115450277
1.035,50.0,40.0,84.17622375488281,87.44018882123797,-56.77186786202522
1.035,50.0,45.0,82.95169067382812,89.60318336281362,-65.77062469390975
1.035,50.0,50.0,85.60881042480469,92.00196371885222,-74.66093269128282
1.035,50.0,55.0,88.20392608642578,94.60815053914489,-83.44327564353026
1.035,50.0,60.0,91.60821533203125,97.39505068758628,-92.11796466438012
1.035,50.0,65.0,95.46688842773438,100.33810518224121,-100.68548268390342
1.035,50.0,70.0,98.00392150878906,103.41493806052634,-109.14631454569779
1.035,50.0,75.0,99.32490539550781,106.60542115817798,-117.50110716433969
1.035,50.0,80.0,102.51670837402344,109.89147700686345,-125.75035874789681
1.035,50.0,85.0,104.33763122558594,113.25716985444012,-133.8949832130922
1.035,50.0,90.0,105.61979675292969,116.68824902678719,-141.93553813205077
1.035,50.0,95.0,107.16136169433594,120.17229249212357,-149.87290461874431
1.035,50.0,100.0,110.63287353515625,123.69831622742485,-157.70788314432357
1.035,50.0,105.0,112.26493835449219,127.25671105215827,-165.44135330965005
1.035,50.0,110.0,113.42436218261719,130.83904412960987,-173.07427240374793
1.035,50.0,115.0,114.57229614257812,134.43793584308708,-180.60755030077254
1.035,50.0,120.0,115.70970153808594,138.04702974665918,-188.04221961571912
1.035,50.0,125.0,118.05038452148438,141.66077576600023,-195.3793715360502
1.035,50.0,130.0,121.94220733642578,145.27442377488543,-202.62019769978053
1.035,50.0,135.0,126.5211181640625,148.88386833367812,-209.7658525703774
1.035,50.0,140.0,131.1376953125,152.48571270163313,-216.81774216408917
1.035,60.0,0.0,80.83150482177734,81.0567322784249,-0.4922616921379272
1.035,60.0,5.0,82.35665130615234,81.1995606659528,-10.144742664318805
1.035,60.0,10.0,83.86503601074219,81.74261422580483,-19.6881948619288
1.035,60.0,15.0,85.34909057617188,82.66488317391037,-29.122639739949452
1.035,60.0,20.0,84.02639770507812,83.94100188152986,-38.44803004354415
1.035,60.0,25.0,86.36148071289062,85.54267541061742,-47.66441558240082
1.035,60.0,30.0,84.17622375488281,87.44017765288878,-56.771863269757304
1.035,60.0,35.0,82.95169067382812,89.60319153687412,-65.77062699004368
1.035,60.0,40.0,85.60881042480469,92.0019531042684,-74.66093679508127
1.035,60.0,45.0,88.20392608642578,94.60815053914489,-83.44327564353026
1.035,60.0,50.0,91.6082763671875,97.39504567417687,-92.11794527712807
1.035,60.0,55.0,95.46687316894531,100.33810518224121,-100.68545296531695
1.035,60.0,60.0,98.00392150878906,103.41493333895255,-109.14631208109263
1.035,60.0,65.0,99.32490539550781,106.60543031871079,-117.50110636709532
1.035,60.0,70.0,102.51670837402344,109.89148145016746,-125.75037705622601
1.035,60.0,75.0,104.33763122558594,113.25717416570131,-133.8949889973606
1.035,60.0,80.0,105.61985778808594,116.68825321128087,-141.9355515304783
1.035,60.0,85.0,107.16136169433594,120.17229249212357,-149.8728832952096
1.035,60.0,90.0,110.63287353515625,123.69832017478046,-157.70788988547474
1.035,60.0,95.0,112.26499938964844,127.25671105215827,-165.44135682206678
1.035,60.0,100.0,113.42431640625,130.83903666576347,-173.07426687329297
1.035,60.0,105.0,114.57234191894531,134.43794310712656,-180.6075525969065
1.035,60.0,110.0,115.70974731445312,138.04705096904462,-188.04222982264278
1.035,60.0,115.0,118.05038452148438,141.6607895533376,-195.37940812440598
1.035,60.0,120.0,121.94220733642578,145.27441705269376,-202.62018183240463
1.035,60.0,125.0,126.5211181640625,148.88388801134593,-209.76586287902387
1.035,60.0,130.0,131.1376953125,152.48571270163313,-216.8177539974925
1.035,60.0,135.0,135.78158569335938,156.07713562730768,-223.77727609167783
1.035,60.0,140.0,140.44317626953125,159.65583712512674,-230.64598602822028
1.04,-60.0,0.0,159.1097412109375,166.67541904102117,241.7292463666808
1.04,-60.0,5.0,152.3725128173828,160.5107874587406,229.8566367960528
1.04,-60.0,10.0,145.7144775390625,154.47236934359813,218.0696467637003
1.04,-60.0,15.0,137.52645874023438,148.56854084268647,206.370083224514
1.04,-60.0,20.0,129.07431030273438,142.80852702351146,194.75962704608114
1.04,-60.0,25.0,120.6823959350586,137.20270416886834,183.24011379418496
1.04,-60.0,30.0,112.35307312011719,131.7624742078525,171.8129124708125
1.04,-60.0,35.0,104.45175170898438,126.5007681239031,160.48009558774788
1.04,-60.0,40.0,96.73500061035156,121.43150075248185,149.24286648002416
1.04,-60.0,45.0,89.16944885253906,116.57030386074963,138.10278259461307
1.04,-60.0,50.0,81.77296447753906,111.93428509481579,127.06120314679548
1.04,-60.0,55.0,78.69903564453125,107.54198398910306,116.1194889060604
1.04,-60.0,60.0,76.62433624267578,103.4135121354434,105.27880762093118
1.04,-60.0,65.0,76.36666870117188,99.57020921189229,94.54044553244256
1.04,-60.0,70.0,75.028076171875,96.03432105405078,83.90533135302739
1.04,-60.0,75.0,75.05865478515625,92.82863390914196,73.37449440703745
1.04,-60.0,80.0,74.45521545410156,89.9756124727348,62.94885693744661
1.04,-60.0,85.0,76.06192016601562,87.49663218965202,52.62920375647626
1.04,-60.0,90.0,77.02496337890625,85.41082646446965,42.416214375573944
1.04,-60.0,95.0,76.49006652832031,83.73388662621156,32.31050426587388
1.04,-60.0,100.0,74.91635131835938,82.47693806452807,22.31264403722987
1.04,-60.0,105.0,78.68247985839844,81.64551570279289,12.42293469258969
1.04,-60.0,110.0,80.53900909423828,81.2388453881516,2.642022887100595
1.04,-60.0,115.0,82.06046295166016,81.24961538370505,-7.030006493714944
1.04,-60.0,120.0,83.56529235839844,81.66405614715846,-16.593059108076396
1.04,-60.0,125.0,85.05309295654297,82.46285562963334,-26.04686800384952
1.04,-60.0,130.0,83.56379699707031,83.62216514720394,-35.39145200373535
1.04,-60.0,135.0,85.84835815429688,85.11477774525996,-44.626937833271214
1.04,-60.0,140.0,85.75668334960938,86.91133176889967,-53.753363569621214
1.04,-50.0,0.0,145.7144775390625,154.47236934359813,218.06964618214957
1.04,-50.0,5.0,137.52645874023438,148.56854084268647,206.370083224514
1.04,-50.0,10.0,129.07431030273438,142.80852702351146,194.75962934221508
1.04,-50.0,15.0,120.6823959350586,137.20270416886834,183.24011379418496
1.04,-50.0,20.0,112.35307312011719,131.7624742078525,171.81293241736654
1.04,-50.0,25.0,104.45175170898438,126.50076040408808,160.4800932916139
1.04,-50.0,30.0,96.73500061035156,121.43150075248185,149.24286418389025
1.04,-50.0,35.0,89.16944885253906,116.57030386074963,138.10278259461307
1.04,-50.0,40.0,81.77295684814453,111.93428509481579,127.06120314679548
1.04,-50.0,45.0,78.69903564453125,107.54198398910306,116.1194889060604
1.04,-50.0,50.0,76.62437438964844,103.41350741380451,105.27880619952666
1.04,-50.0,55.0,76.36666870117188,99.57020921189229,94.54044323630863
1.04,-50.0,60.0,75.02809143066406,96.03432105405078,83.90533135302739
1.04,-50.0,65.0,75.05865478515625,92.82863390914196,73.37449440703745
1.04,-50.0,70.0,74.45520782470703,89.97561518614363,62.94885693744661
1.04,-50.0,75.0,76.06198120117188,87.49663777022377,52.62920360360847
1.04,-50.0,80.0,77.02500915527344,85.41082646446965,42.416207008474075
1.04,-50.0,85.0,76.49007415771484,83.73389245755718,32.31049454147993
1.04,-50.0,90.0,74.91635131835938,82.47693806452807,22.312654715369558
1.04,-50.0,95.0,78.68247985839844,81.64551271254135,12.422954719794328
1.04,-50.0,100.0,80.53907775878906,81.2388453881516,2.642028489602117
1.04,-50.0,105.0,82.06046295166016,81.2496063692388,-7.02999671422924
1.04,-50.0,110.0,83.5653076171875,81.66406511587579,-16.593069683645478
1.04,-50.0,115.0,85.0531005859375,82.46284970840658,-26.046857172842056
1.04,-50.0,120.0,83.56375885009766,83.62217390590847,-35.391456437548946
1.04,-50.0,125.0,85.84841918945312,85.1147748768905,-44.62692916092897
1.04,-50.0,130.0,85.75668334960938,86.91133457797665,-53.75335427377656
1.04,-50.0,135.0,82.53799438476562,88.98195919679449,-62.77099104534252
1.04,-50.0,140.0,84.04087829589844,91.29681483183025,-71.68007721708015
1.04,-40.0,0.0,129.07431030273438,142.80852702351146,194.75963941411143
1.04,-40.0,5.0,120.6823959350586,137.20271128653033,183.2401166718696
1.04,-40.0,10.0,112.35307312011719,131.76248161938966,171.81293529505118
1.04,-40.0,15.0,104.45175170898438,126.50077198381044,160.48012101393024
1.04,-40.0,20.0,96.73500061035156,121.43150477352448,149.2428685004172
1.04,-40.0,25.0,89.16944885253906,116.57030386074963,138.10277147326912
1.04,-40.0,30.0,81.77295684814453,111.93428509481579,127.06120261953038
1.04,-40.0,35.0,78.69902038574219,107.54198398910306,116.11949394200852
1.04,-40.0,40.0,76.62435913085938,103.4135121354434,105.27879704536207
1.04,-40.0,45.0,76.36666870117188,99.57021411578113,94.54044094017466
1.04,-40.0,50.0,75.02809143066406,96.03432105405078,83.90535086479622
1.04,-40.0,55.0,75.05865478515625,92.82862338908457,73.37449670317142
1.04,-40.0,60.0,74.45520782470703,89.97561789955238,62.94885464131264
1.04,-40.0,65.0,76.06198120117188,87.49663777022377,52.62920360360847
1.04,-40.0,70.0,77.02500915527344,85.41082646446965,42.4162084473164
1.04,-40.0,75.0,76.49007415771484,83.73389245755718,32.31049678238105
1.04,-40.0,80.0,74.91635131835938,82.47693806452807,22.31264491893211
1.04,-40.0,85.0,78.68247985839844,81.64551869304432,12.422983576332415
1.04,-40.0,90.0,80.53907775878906,81.2388453881516,2.642028489602117
1.04,-40.0,95.0,82.06046295166016,81.2496063692388,-7.02999671422924
1.04,-40.0,100.0,83.5653076171875,81.66405614715846,-16.593060858435454
1.04,-40.0,105.0,85.0531005859375,82.46284674779304,-26.046850740750035
1.04,-40.0,110.0,83.56375885009766,83.62217682547644,-35.391455952982305
1.04,-40.0,115.0,85.84841918945312,85.11478061362932,-44.62693155404698
1.04,-40.0,120.0,85.75668334960938,86.91133176889967,-53.75333110397577
1.04,-40.0,125.0,82.53799438476562,88.98193450340777,-62.77095574450241
1.04,-40.0,130.0,84.04087829589844,91.29682018011361,-71.68007961019818
1.04,-40.0,135.0,87.74822998046875,93.82721299515136,-80.48098193979715
1.04,-40.0,140.0,90.35488891601562,96.5461505171879,-89.17408204076813
1.04,-30.0,0.0,112.35307312011719,131.76248161938966,171.81293529505118
1.04,-30.0,5.0,104.45175170898438,126.50077198381044,160.48012101393024
1.04,-30.0,10.0,96.73500061035156,121.43150477352448,149.2428685004172
