s,delta_c_mm,d_tag_mm,median_3d_mm,rmse_mm,vert_slope
0.995,-20.0,130.0,74.860107421875,82.68204347075608,33.18820056935854
0.995,-20.0,135.0,74.4854736328125,81.33858152039535,23.058842803362726
0.995,-20.0,140.0,76.88543701171875,80.43832555908905,13.034797596179255
0.995,-10.0,0.0,201.51715087890625,200.6753344179349,304.79106580904795
0.995,-10.0,5.0,192.8236083984375,193.91808233439707,292.5278143709868
0.995,-10.0,10.0,184.28289794921875,187.25228428179454,280.3337783909909
0.995,-10.0,15.0,177.01791381835938,180.68256003278236,268.2107793822151
0.995,-10.0,20.0,169.8448486328125,174.21398816362307,256.1605465534997
0.995,-10.0,25.0,162.76483154296875,167.8525033790828,244.1849697934008
0.995,-10.0,30.0,154.8569793701172,161.60461854283434,232.28595257651517
0.995,-10.0,35.0,146.22442626953125,155.4776410774231,220.46528816989968
0.995,-10.0,40.0,137.65850830078125,149.47982723431278,208.72495823581923
0.995,-10.0,45.0,129.16427612304688,143.62036954023966,197.066761784278
0.995,-10.0,50.0,120.74781036376953,137.9094967610099,185.4924898227207
0.995,-10.0,55.0,112.4154052734375,132.35877644918375,174.00404270451304
0.995,-10.0,60.0,104.35848999023438,126.98102481891733,162.60311142517781
0.995,-10.0,65.0,96.59489440917969,121.7905917638448,151.29154266804628
0.995,-10.0,70.0,88.97380828857422,116.80337461012203,140.07086207112556
0.995,-10.0,75.0,81.51390075683594,112.03696376642844,128.94279938946235
0.995,-10.0,80.0,76.68881225585938,107.51069623385155,117.908900158222
0.995,-10.0,85.0,74.6182632446289,103.24554980573012,106.97053671000117
0.995,-10.0,90.0,74.06973266601562,99.26416283552439,96.12928476641689
0.995,-10.0,95.0,75.04232025146484,95.59041449721829,85.38636300878518
0.995,-10.0,100.0,75.03488159179688,92.24893080342449,74.7430452131798
0.995,-10.0,105.0,72.7667236328125,89.26456244991626,64.20052994237365
0.995,-10.0,110.0,73.39300537109375,86.66127036485214,53.75990803997262
0.995,-10.0,115.0,75.08946990966797,84.46089667062652,43.42217304305842
0.995,-10.0,120.0,74.860107421875,82.68204347075608,33.18820056935854
0.995,-10.0,125.0,74.4854736328125,81.33858152039535,23.058842803362726
0.995,-10.0,130.0,76.88543701171875,80.43832555908905,13.034797596179255
0.995,-10.0,135.0,78.51139831542969,79.9823619472209,3.1167730558753455
0.995,-10.0,140.0,80.1202163696289,79.96425898389698,-6.694813014278125
0.995,0.0,0.0,184.28289794921875,187.25228428179454,280.3337783909909
0.995,0.0,5.0,177.01791381835938,180.68256003278236,268.2107793822151
0.995,0.0,10.0,169.8448486328125,174.21397695255396,256.1605369661701
0.995,0.0,15.0,162.76483154296875,167.85249174312247,244.1849673691984
0.995,0.0,20.0,154.8569793701172,161.60460041409712,232.28594767934538
0.995,0.0,25.0,146.22442626953125,155.47763479637513,220.46528806732908
0.995,0.0,30.0,137.65850830078125,149.47982723431278,208.72496052636671
0.995,0.0,35.0,129.16427612304688,143.6203627406295,197.06675707511465
0.995,0.0,40.0,120.74781036376953,137.9094967610099,185.49248768504108
0.995,0.0,45.0,112.4154052734375,132.35876169288906,174.00403192997436
0.995,0.0,50.0,104.35848999023438,126.98103250953467,162.60312907559788
0.995,0.0,55.0,96.59490203857422,121.79059978221841,151.2915604154504
0.995,0.0,60.0,88.97380828857422,116.80337461012203,140.07085993344592
0.995,0.0,65.0,81.51390075683594,112.03696376642844,128.94280366482164
0.995,0.0,70.0,76.68881225585938,107.51069623385155,117.9088972595332
0.995,0.0,75.0,74.6182632446289,103.24554980573012,106.97053431688317
0.995,0.0,80.0,74.06974792480469,99.26416283552439,96.12928262873727
0.995,0.0,85.0,75.04232025146484,95.59040938916152,85.38635869225823
0.995,0.0,90.0,75.03488159179688,92.24893609650736,74.74304451434249
0.995,0.0,95.0,72.76676940917969,89.26457065498467,64.2005433765212
0.995,0.0,100.0,73.3929443359375,86.66127036485214,53.75990819284042
0.995,0.0,105.0,75.08946990966797,84.4608908894747,43.422177318417674
0.995,0.0,110.0,74.86003112792969,82.68203461246131,33.188202859905964
0.995,0.0,115.0,74.4854736328125,81.33858152039535,23.058842803362726
0.995,0.0,120.0,76.88543701171875,80.43832555908905,13.034797596179255
0.995,0.0,125.0,78.511474609375,79.98235889479004,3.1167591705727467
0.995,0.0,130.0,80.1202163696289,79.96425898389698,-6.694810718144173
0.995,0.0,135.0,81.71148681640625,80.37062585298189,-16.399380036124253
0.995,0.0,140.0,83.2847900390625,81.18156673373427,-25.996633507912666
0.995,10.0,0.0,169.8448486328125,174.21397695255396,256.1605393592882
0.995,10.0,5.0,162.76483154296875,167.85249174312247,244.18496497608044
0.995,10.0,10.0,154.8569793701172,161.60460041409712,232.28594767934538
0.995,10.0,15.0,146.22442626953125,155.47763479637513,220.46528375080214
0.995,10.0,20.0,137.65850830078125,149.47982723431278,208.7249630220553
0.995,10.0,25.0,129.16427612304688,143.6203627406295,197.06675349859267
0.995,10.0,30.0,120.74781036376953,137.9094967610099,185.4925007856104
0.995,10.0,35.0,112.4154052734375,132.35876169288906,174.00402735690457
0.995,10.0,40.0,104.35856628417969,126.98103250953467,162.60312893391782
0.995,10.0,45.0,96.59490203857422,121.7906078005915,151.291558124903
0.995,10.0,50.0,88.97380828857422,116.80338297086048,140.0708576428985
0.995,10.0,55.0,81.51388549804688,112.03696376642844,128.94280127170356
0.995,10.0,60.0,76.68880462646484,107.51069623385155,117.90887546563609
0.995,10.0,65.0,74.61824035644531,103.24554034708957,106.97054038284362
0.995,10.0,70.0,74.06970977783203,99.26416283552439,96.12927804764244
0.995,10.0,75.0,75.042236328125,95.59040938916152,85.38638150256486
0.995,10.0,80.0,75.03488159179688,92.24893609650736,74.74303853301954
0.995,10.0,85.0,72.7667236328125,89.2645733900073,64.2005411759639
0.995,10.0,90.0,73.39287567138672,86.66127318203472,53.759920876391234
0.995,10.0,95.0,75.08946228027344,84.46089667062652,43.42216926691442
0.995,10.0,100.0,74.86003112792969,82.68204347075608,33.18820056377199
0.995,10.0,105.0,74.4854736328125,81.33858152039535,23.058842803362726
0.995,10.0,110.0,76.88543701171875,80.4383407347283,13.034793320819993
0.995,10.0,115.0,78.511474609375,79.9823619472209,3.1167566190004137
0.995,10.0,120.0,80.1202163696289,79.96425898389698,-6.694812855823809
0.995,10.0,125.0,81.71148681640625,80.37061370224194,-16.39937346463104
0.995,10.0,130.0,83.2847900390625,81.18156071905275,-25.996631211778706
0.995,10.0,135.0,82.98789978027344,82.37197393436526,-35.486288424467716
0.995,10.0,140.0,84.28617858886719,83.91286926870187,-44.868069696463245
0.995,20.0,0.0,154.85708618164062,161.60459437118425,232.285929150045
0.995,20.0,5.0,146.22430419921875,155.47761595322973,220.46525145153674
0.995,20.0,10.0,137.65838623046875,149.47980763509497,208.72494855170174
0.995,20.0,15.0,129.164306640625,143.62036954023966,197.06675167342348
0.995,20.0,20.0,120.74774169921875,137.90948967982587,185.49247804332353
0.995,20.0,25.0,112.41539764404297,132.35874693659275,174.00400323992707
0.995,20.0,30.0,104.35862731933594,126.98103250953467,162.6031571801453
0.995,20.0,35.0,96.59483337402344,121.79059577303167,151.2915240002577
0.995,20.0,40.0,88.97380065917969,116.80336624938299,140.07084007759528
0.995,20.0,45.0,81.51383972167969,112.03697684107466,128.94280468022444
0.995,20.0,50.0,76.68880462646484,107.51068260875289,117.9088754009077
0.995,20.0,55.0,74.61836242675781,103.24555926436982,106.97054716757052
0.995,20.0,60.0,74.06977844238281,99.26416283552439,96.12927569452435
0.995,20.0,65.0,75.042236328125,95.59041449721829,85.3863632016173
0.995,20.0,70.0,75.03488159179688,92.24891492417404,74.7430390015612
0.995,20.0,75.0,72.76670837402344,89.2645815950747,64.20056805507484
0.995,20.0,80.0,73.3929214477539,86.66127318203472,53.75991529803048
0.995,20.0,85.0,75.08956146240234,84.46090245177794,43.422159854695195
0.995,20.0,90.0,74.86021423339844,82.68208185668918,33.18820134298865
0.995,20.0,95.0,74.48551940917969,81.33859652807055,23.058824094855968
0.995,20.0,100.0,76.88560485839844,80.43835287523763,13.034783406907057
0.995,20.0,105.0,78.51155090332031,79.98235584235907,3.1167678211376266
0.995,20.0,110.0,80.12025451660156,79.96425898389698,-6.69484142146734
0.995,20.0,115.0,81.71147155761719,80.37060155150016,-16.399388004826225
0.995,20.0,120.0,83.2847900390625,81.18156673373427,-25.996608292031365
0.995,20.0,125.0,82.98783874511719,82.37197393436526,-35.48626466562025
0.995,20.0,130.0,84.28611755371094,83.91286344979386,-44.86807956468599
0.995,20.0,135.0,83.18428039550781,85.77297603539678,-54.141980598509654
0.995,20.0,140.0,82.87798309326172,87.92010477825166,-63.30787805110259
0.995,30.0,0.0,137.65838623046875,149.47982070124047,208.7249696068503
0.995,30.0,5.0,129.16432189941406,143.62036954023966,197.0667661966905
0.995,30.0,10.0,120.74769592285156,137.9094825986415,185.49245473288747
0.995,30.0,15.0,112.41536712646484,132.35873955844397,174.00400917513983
0.995,30.0,20.0,104.35862731933594,126.98103635484316,162.6031453410578
0.995,30.0,25.0,96.59477233886719,121.7905917638448,151.29150882786072
0.995,30.0,30.0,88.97369384765625,116.80336624938299,140.07083821135518
0.995,30.0,35.0,81.51385498046875,112.03697684107466,128.9428146548321
0.995,30.0,40.0,76.68873596191406,107.51068715045263,117.90885969396375
0.995,30.0,45.0,74.61824035644531,103.24552615912711,106.97051484318686
0.995,30.0,50.0,74.06985473632812,99.26416283552439,96.12926939432153
0.995,30.0,55.0,75.04232788085938,95.59040938916152,85.38636471275598
0.995,30.0,60.0,75.03488159179688,92.24892551034131,74.74303218580268
0.995,30.0,65.0,72.76677703857422,89.2645815950747,64.20056445048623
0.995,30.0,70.0,73.39300537109375,86.66126191330386,53.75990482286284
0.995,30.0,75.0,75.08959197998047,84.46090245177794,43.422155263075055
0.995,30.0,80.0,74.860107421875,82.68207004563475,33.188201911674675
0.995,30.0,85.0,74.48546600341797,81.33859352653573,23.05885821841588
0.995,30.0,90.0,76.8857192993164,80.43836501574513,13.034752825838282
0.995,30.0,95.0,78.51148986816406,79.98237110451278,3.116729465962822
0.995,30.0,100.0,80.12034606933594,79.96425898389698,-6.694846413512969
0.995,30.0,105.0,81.71147155761719,80.37061370224194,-16.399401148198454
0.995,30.0,110.0,83.28477478027344,81.18155771171183,-25.996621075016314
0.995,30.0,115.0,82.98783874511719,82.37197393436526,-35.48628388479273
0.995,30.0,120.0,84.28610229492188,83.91285472143109,-44.868078432303854
0.995,30.0,125.0,83.18426513671875,85.77298742082935,-54.14196764647103
0.995,30.0,130.0,82.87797546386719,87.92012976986555,-63.307926196734726
0.995,30.0,135.0,84.08001708984375,90.3223826772744,-72.36589310383361
0.995,30.0,140.0,85.02079772949219,92.94903152232142,-81.31615234821427
0.995,40.0,0.0,120.74769592285156,137.9094825986415,185.49245473288747
0.995,40.0,5.0,112.41536712646484,132.35873955844397,174.00400917513983
0.995,40.0,10.0,104.35862731933594,126.98103635484316,162.60314390221544
0.995,40.0,15.0,96.59477233886719,121.79057973628338,151.29149961325606
0.995,40.0,20.0,88.97369384765625,116.80337461012203,140.0708511609362
0.995,40.0,25.0,81.51385498046875,112.03696812464402,128.94282577617608
0.995,40.0,30.0,76.68867492675781,107.51068260875289,117.90886486778234
0.995,40.0,35.0,74.61822509765625,103.24552142980585,106.97050123462483
0.995,40.0,40.0,74.0697250366211,99.26415299750711,96.129261235319
0.995,40.0,45.0,75.04232788085938,95.59040938916152,85.38636471275598
0.995,40.0,50.0,75.03488159179688,92.24893080342449,74.74302988966873
0.995,40.0,55.0,72.76677703857422,89.2645815950747,64.20056445048623
0.995,40.0,60.0,73.39300537109375,86.66126191330386,53.75990626170519
0.995,40.0,65.0,75.08959197998047,84.46090534235351,43.422155263075055
0.995,40.0,70.0,74.86007690429688,82.68206414010689,33.18821622222004
0.995,40.0,75.0,74.48546600341797,81.33859352653573,23.05885821841588
0.995,40.0,80.0,76.8857192993164,80.43836501574513,13.034752825838282
0.995,40.0,85.0,78.51148986816406,79.98237110451278,3.116729465962822
0.995,40.0,90.0,80.12040710449219,79.96425898389698,-6.694854493393446
0.995,40.0,95.0,81.71153259277344,80.37061066455666,-16.399401045627855
0.995,40.0,100.0,83.28489685058594,81.18156673373427,-25.99662565611114
0.995,40.0,105.0,82.98783874511719,82.37196800660556,-35.4862816445425
0.995,40.0,110.0,84.28608703613281,83.91286635924791,-44.86808653962345
0.995,40.0,115.0,83.18426513671875,85.77297034267993,-54.141966530198104
0.995,40.0,120.0,82.87797546386719,87.92012143932838,-63.307936497759286
0.995,40.0,125.0,84.08001708984375,90.32239078624829,-72.36590556884791
0.995,40.0,130.0,85.02079772949219,92.9490420287509,-81.31615677644132
0.995,40.0,135.0,89.93449401855469,95.77117606076736,-90.15890552712956
0.995,40.0,140.0,94.14060974121094,98.7620196403329,-98.8941164087168
0.995,50.0,0.0,104.35862731933594,126.98103635484316,162.60314390221544
0.995,50.0,5.0,96.59477233886719,121.79057973628338,151.29149961325606
0.995,50.0,10.0,88.97369384765625,116.80337461012203,140.0708511609362
0.995,50.0,15.0,81.51385498046875,112.03696812464402,128.94282577617608
0.995,50.0,20.0,76.68867492675781,107.51068260875289,117.90886486778234
0.995,50.0,25.0,74.61822509765625,103.24552142980585,106.97050123462483
0.995,50.0,30.0,74.0697250366211,99.26415299750711,96.129261235319
0.995,50.0,35.0,75.04232788085938,95.59041960527477,85.38639061191786
0.995,50.0,40.0,75.03488159179688,92.24893609650736,74.74303708388035
0.995,50.0,45.0,72.76677703857422,89.2645815950747,64.2005687670132
0.995,50.0,50.0,73.39300537109375,86.66126191330386,53.75989762865122
0.995,50.0,55.0,75.08959197998047,84.46090534235351,43.422156701917395
0.995,50.0,60.0,74.86014556884766,82.68206709287087,33.188232906777266
0.995,50.0,65.0,74.48546600341797,81.33859352653573,23.05885821841588
0.995,50.0,70.0,76.8857192993164,80.43836198061842,13.034755121972237
0.995,50.0,75.0,78.51148986816406,79.98235584235907,3.116716792122819
0.995,50.0,80.0,80.12040710449219,79.96424066516389,-6.694847023440886
0.995,50.0,85.0,81.71153259277344,80.37061066455666,-16.399401045627855
0.995,50.0,90.0,83.28489685058594,81.18156673373427,-25.99662565611114
0.995,50.0,95.0,82.98783874511719,82.37196207884543,-35.486268772839445
0.995,50.0,100.0,84.28608703613281,83.91286635924791,-44.86808653962345
0.995,50.0,105.0,83.18426513671875,85.77296464996269,-54.141964234064154
0.995,50.0,110.0,82.87797546386719,87.92012143932838,-63.307936497759286
0.995,50.0,115.0,84.08001708984375,90.32239619223047,-72.36590786498186
0.995,50.0,120.0,85.02079772949219,92.94901576267497,-81.3161473979374
0.995,50.0,125.0,89.93449401855469,95.77120665125557,-90.1589195334152
0.995,50.0,130.0,94.14060974121094,98.7620146963143,-98.89411660268492
0.995,50.0,135.0,96.61346435546875,101.89735184243014,-107.5225534724645
0.995,50.0,140.0,98.98301696777344,105.15510772039322,-116.04429269874672
0.995,60.0,0.0,88.97369384765625,116.80337461012203,140.0708511609362
0.995,60.0,5.0,81.51385498046875,112.03696812464402,128.94282577617608
0.995,60.0,10.0,76.68867492675781,107.51068260875289,117.90886486778234
0.995,60.0,15.0,74.61822509765625,103.24552142980585,106.97050123462483
0.995,60.0,20.0,74.0697250366211,99.26415299750711,96.129261235319
0.995,60.0,25.0,75.04232788085938,95.59041960527477,85.38638178670784
0.995,60.0,30.0,75.03488159179688,92.24893609650736,74.7430459090904
0.995,60.0,35.0,72.76677703857422,89.2645815950747,64.2005687670132
0.995,60.0,40.0,73.39300537109375,86.66126191330386,53.75989762865122
0.995,60.0,45.0,75.08959197998047,84.46090534235351,43.42214612634829
0.995,60.0,50.0,74.86014556884766,82.68206709287087,33.18822233120817
0.995,60.0,55.0,74.48546600341797,81.33859352653573,23.058855340731245
0.995,60.0,60.0,76.8857192993164,80.43836501574513,13.034755121972237
0.995,60.0,65.0,78.51148986816406,79.9823619472209,3.1167412524423592
0.995,60.0,70.0,80.12040710449219,79.96424677140872,-6.694849901125535
0.995,60.0,75.0,81.71153259277344,80.37061066455666,-16.399401045627855
0.995,60.0,80.0,83.28489685058594,81.18156673373427,-25.99662709495347
0.995,60.0,85.0,82.98783874511719,82.37195615108487,-35.48627452820875
0.995,60.0,90.0,84.28608703613281,83.91286344979386,-44.86809373383508
0.995,60.0,95.0,83.18426513671875,85.77296464996269,-54.141964234064154
0.995,60.0,100.0,82.87797546386719,87.92011588563649,-63.3079153466211
0.995,60.0,105.0,84.08001708984375,90.32238538026579,-72.36590327271396
0.995,60.0,110.0,85.02079772949219,92.94901576267497,-81.3161473979374
0.995,60.0,115.0,89.93449401855469,95.77120665125557,-90.1589195334152
0.995,60.0,120.0,94.14060974121094,98.7620146963143,-98.89411660268492
0.995,60.0,125.0,96.61346435546875,101.89735184243014,-107.5225534724645
0.995,60.0,130.0,98.98301696777344,105.15510772039322,-116.04429269874672
0.995,60.0,135.0,101.70909118652344,108.51585335649119,-124.45999105910452
0.995,60.0,140.0,103.0751953125,111.96213872471577,-132.77011290933567
1.0,-60.0,0.0,271.639404296875,259.9451865297759,409.34025183380385
1.0,-60.0,5.0,262.765380859375,252.54529296742,396.5525954604384
1.0,-60.0,10.0,253.92291259765625,245.21652581188323,383.82253436722607
1.0,-60.0,15.0,245.7403564453125,237.95991653007445,371.1513957034765
1.0,-60.0,20.0,238.29783630371094,230.77680471345036,358.5402239310679
1.0,-60.0,25.0,230.63568115234375,223.66890988691299,345.9903830409371
1.0,-60.0,30.0,221.78762817382812,216.63840661053155,333.5033522573844
1.0,-60.0,35.0,212.9810791015625,209.68789120678858,321.0806600722561
