layout,sigma,ID,d_tag_mm,N,X,Y,Z,3D
V3-lite,uniform50,ID16,-70,601,26.683362229256833,16.198857213170974,37.829236513124314,49.045447597471565
V4-anchor-delay,uniform30,ID14,50,600,25.55014906744564,13.66086735622921,39.59870388269034,49.06614681715059
MDS+NLS,uniform50,ID16,55,601,28.134440095290017,18.601455888274792,35.660323543299825,49.08380135901985
V4-anchor-delay,uniform50,ID13,-30,601,21.372505121836493,12.409328250138437,42.41163595349537,49.086884878289354
V4-anchor-delay,uniform50,ID13,15,601,23.805085656141262,13.350643833448087,40.82410933035609,49.10732833784256
MDS+NLS,uniform30,ID13,25,601,24.59387048508781,14.3833195446221,40.018096255566796,49.12419337230679
MDS+NLS,uniform50,ID16,-70,601,26.72567159674595,16.200163248216004,37.9354059295509,49.15080705955669
V3-lite,uniform30,ID16,-60,601,25.963212366096567,16.73775356313772,38.239092311036956,49.15759322301454
V3-lite,uniform50,ID13,45,601,25.523682883594013,14.422105957065774,39.48085893675025,49.17513345749734
MDS+NLS,uniform30,ID14,-65,600,27.080556423495246,15.49840556325237,38.01538913263141,49.18055430873621
MDS+NLS,uniform50,ID14,80,600,27.0533883041953,14.895081252554919,38.311698052903516,49.20909948327275
V4-anchor-delay,uniform30,ID13,-15,601,21.823405337263882,12.635548549251688,42.269585868326125,49.220280343927435
MDS+NLS,uniform50,ID13,45,601,25.562663447132277,14.451697460852941,39.51714038214808,49.233176883010245
V4-anchor-delay,uniform30,ID16,-70,601,26.07245342789594,17.12750610721459,38.158740379972386,49.28705469581857
V4-anchor-delay,uniform50,ID15,75,600,29.39311458579061,17.48581953590033,35.498502042138604,49.293536261169265
V4-anchor-delay,uniform50,ID15,-75,600,23.30106106819138,13.59491870492348,41.27153215491195,49.306192591914794
V4-anchor-delay,uniform50,ID13,20,601,24.259962441242664,13.567589014009732,40.759103761000674,49.3348739605525
MDS+NLS,uniform30,ID14,-105,600,29.392417017647293,16.623078537395006,35.98540147424774,49.34764470025369
V4-anchor-delay,uniform30,ID15,50,600,27.727479419297406,15.684314528671443,37.70068353099552,49.3573943384994
V3-lite,uniform50,ID15,80,600,29.415234450019515,18.662558950264636,34.99657782351127,49.37922218584248
MDS+NLS,uniform30,ID16,-60,601,26.066483748705796,16.792408804949886,38.44470803834396,49.39070909237496
V3-lite,uniform30,ID13,-15,601,21.866991545284584,12.552018316026865,42.476301255634795,49.39589711106443
V4-anchor-delay,uniform30,ID16,30,601,27.01483472798354,17.790478921280723,37.33180501841113,49.39601301280768
V3-lite,uniform30,ID14,-100,600,29.21686858305255,16.508905749111722,36.26064909611698,49.40651831190036
V3-lite,uniform50,ID14,-45,600,26.03563679076784,14.710810678197271,39.34917138259725,49.422865380383975
MDS+NLS,uniform50,ID15,80,600,29.509623085667783,18.687452809173866,34.976098104384164,49.4304176166941
V4-anchor-delay,uniform50,ID16,-85,601,27.48698984876164,16.792750868869003,37.50621448066011,49.43932864996353
V3-lite,uniform30,ID14,-70,600,27.444231423077078,15.789382804098487,37.99342614313577,49.45695985229667
V4-anchor-delay,uniform50,ID14,75,600,27.499080237668842,14.771202196274139,38.36478710040596,49.459526054142884
V4-anchor-delay,uniform30,ID13,20,601,24.27417158747011,14.024916290658505,40.77156475714611,49.479836054337106
MDS+NLS,uniform50,ID14,-45,600,26.03376238703636,14.693728997602745,39.473165012345135,49.51558554608325
MDS+NLS,uniform30,ID13,-15,601,21.963007687369505,12.577042624984383,42.57796270073966,49.53219776682339
V3-lite,uniform50,ID13,-25,601,21.64260752452061,12.488496109847217,42.78297994283772,49.545417228391166
V3-lite,uniform30,ID16,30,601,27.57221996068202,18.40532278648232,36.825427344435894,49.54891844970144
MDS+NLS,uniform50,ID13,-25,601,21.678879671667765,12.495341979385605,42.767438625928186,49.54958326386792
V4-anchor-delay,uniform50,ID13,-35,601,21.41548582169074,12.462820177316457,42.945977410267425,49.58126556951086
V4-anchor-delay,uniform50,ID13,25,601,24.743481221509196,13.805411864571424,40.721473417040876,49.609148924007904
V3-lite,uniform30,ID15,-60,600,23.425470363369797,14.072935388407158,41.47204178425862,49.666189927824064
MDS+NLS,uniform30,ID15,-60,600,23.31954275725068,14.051704686076771,41.5843786855866,49.70424558987113
MDS+NLS,uniform30,ID14,-70,600,27.52470295033844,15.839000603405067,38.285712925119114,49.74212527429511
V3-lite,uniform50,ID13,50,601,26.281642199673318,14.84064954983298,39.60009930329472,49.79093753489093
V3-lite,uniform30,ID14,-95,600,29.0883180539227,16.448407640866815,36.93157972126787,49.80584244679188
MDS+NLS,uniform30,ID14,-100,600,29.290244083231283,16.57875289982103,36.71362672022291,49.80626299091767
V3-lite,uniform30,ID13,30,601,25.45560081590539,14.924675636769715,40.13318488383924,49.81371382141602
MDS+NLS,uniform30,ID16,30,601,27.755713539878702,18.551147725253028,37.01385109738742,49.84525944452025
MDS+NLS,uniform50,ID13,50,601,26.346553075438464,14.88303118601725,39.64318587063449,49.872113071480456
V4-anchor-delay,uniform30,ID15,-65,600,24.54246302758266,13.960439442290541,41.11405490058951,49.875764367584495
V3-lite,uniform30,ID16,-65,601,26.55634925786745,16.97583949496997,38.6959458617655,49.90786549835112
V3-lite,uniform30,ID14,55,600,25.896010425726626,14.021097168555078,40.309433783602344,49.920386354014
V4-anchor-delay,uniform50,ID13,30,601,25.25825211444112,14.065023534516445,40.715128058074626,49.93521642777356
V4-anchor-delay,uniform50,ID14,-60,600,27.614498716779455,15.755183207913316,38.58008749221653,49.99209425700238
V3-lite,uniform50,ID16,-75,601,27.454747684658763,16.560471487464188,38.36988113264314,50.00260157680352
V3-lite,uniform30,ID14,-75,600,27.858598172464166,16.020956317556678,38.34190151697369,50.02873119919386
MDS+NLS,uniform30,ID13,30,601,25.630915750165766,15.018661933536345,40.275199407418334,50.045936256336134
V4-anchor-delay,uniform30,ID13,-20,601,21.84150501312958,12.610140030867418,43.23234247390612,50.05099807813783
V4-anchor-delay,uniform50,ID16,55,601,28.464962299079275,18.569988461902774,36.761083143521425,50.064715958927614
V4-anchor-delay,uniform30,ID13,25,601,24.961420921333715,14.385031709301748,40.96212646236317,50.078912488274405
V3-lite,uniform30,ID15,60,600,28.504693088481286,17.219173227440567,37.43654188350901,50.10501095599963
MDS+NLS,uniform50,ID16,-75,601,27.50061082313274,16.55978086378525,38.48396935535408,50.11512581293022
MDS+NLS,uniform30,ID15,60,600,28.756929066573875,17.23917480021367,37.293832685752974,50.149577002455565
MDS+NLS,uniform30,ID16,-65,601,26.667571303490853,17.036568259196805,38.91452354098781,50.15719449589595
V4-anchor-delay,uniform30,ID16,-75,601,26.798571610111118,17.314171423834278,38.730862389188175,50.17991305140339
V3-lite,uniform30,ID14,-90,600,28.92075780000832,16.404016195575412,37.61733984434872,50.205241121188415
MDS+NLS,uniform30,ID14,-95,600,29.171344119861356,16.53779585515862,37.44203400839382,50.263027367956965
V3-lite,uniform50,ID16,60,601,29.162908875007336,19.203564574430683,36.16705676203674,50.27233972319866
V4-anchor-delay,uniform50,ID13,35,601,25.785342321440062,14.341763475021937,40.73201231527503,50.29579391419364
V4-anchor-delay,uniform30,ID16,35,601,27.750248791255256,18.238391170557886,37.78832646375881,50.30579327869169
V4-anchor-delay,uniform50,ID13,-40,601,21.559794524206694,12.546531143098388,43.69290101613059,50.31212361703823
V3-lite,uniform50,ID13,-30,601,21.83832863773576,12.540561764826348,43.55689389621063,50.31283427668258
V4-anchor-delay,uniform50,ID15,80,600,30.17033888383639,17.805769110848892,36.11872269100035,50.31756046176895
MDS+NLS,uniform50,ID13,-30,601,21.878139121473296,12.550355291450469,43.54729575265702,50.32426210814779
MDS+NLS,uniform30,ID14,55,600,26.10617158037107,14.118700650071982,40.650563750091145,50.33227826981748
V3-lite,uniform30,ID14,-80,600,28.273909773381273,16.188157956501918,38.36746690481904,50.334212505912376
MDS+NLS,uniform30,ID14,-75,600,27.938402133726484,16.09636979802923,38.68789136109921,50.36268829628672
V4-anchor-delay,uniform50,ID16,-90,601,28.361149637360633,17.27065595470977,37.90449505398718,50.39227233571088
V3-lite,uniform50,ID15,-70,600,23.486532477606318,13.630059131728165,42.47667830766767,50.41491763168069
V3-lite,uniform30,ID14,-85,600,28.653643401934065,16.338149232526575,38.15913793896958,50.438935444702
V4-anchor-delay,uniform50,ID15,-80,600,24.218884160778618,13.991605940677033,42.02069826834437,50.47829701715027
V3-lite,uniform50,ID14,-50,600,26.943028898169597,15.088973524452202,39.932726608831324,50.47996218941617
V3-lite,uniform50,ID15,85,600,30.418464732685703,19.191088044101978,35.42098268989703,50.4799650527623
MDS+NLS,uniform50,ID15,-70,600,23.46218558842459,13.627560072120971,42.588755216905334,50.497392180492106
V3-lite,uniform50,ID13,55,601,27.13569606108119,15.328866292293958,39.74627339404406,50.50828042252575
MDS+NLS,uniform50,ID16,60,601,29.316579032669168,19.318344432231928,36.322161126138305,50.516924160663585
V3-lite,uniform30,ID13,-20,601,22.050042600033496,12.626802655917844,43.69375601955862,50.54487945451548
MDS+NLS,uniform50,ID15,85,600,30.596209978299218,19.222000534904257,35.379755271323766,50.57015377333549
MDS+NLS,uniform50,ID14,-50,600,26.938754429652086,15.072086679609281,40.075118837778845,50.58536781482223
MDS+NLS,uniform50,ID13,55,601,27.2246473487001,15.389661354171425,39.80500252658458,50.62075983229178
MDS+NLS,uniform30,ID13,-20,601,22.156509785475055,12.646843212907468,43.80183444974161,50.68978467391913
MDS+NLS,uniform30,ID14,-90,600,29.003512909905506,16.509143189655386,38.17696255718816,50.70735686332455
V3-lite,uniform30,ID15,-65,600,24.488413214340717,14.517539809615682,41.96969222188337,50.71386801536332
V4-anchor-delay,uniform50,ID13,40,601,26.344571358061955,14.651995841411622,40.79413617546417,50.72355437544846
V3-lite,uniform30,ID16,-70,601,27.161384294362676,17.19822872732053,39.25674213364861,50.74063136275569
V4-anchor-delay,uniform30,ID15,55,600,28.905018530793235,16.099012419221193,38.483289326515305,50.75078181198813
MDS+NLS,uniform30,ID14,-80,600,28.330939347354093,16.283425116961965,38.84288716812087,50.75984575822245
MDS+NLS,uniform30,ID15,-65,600,24.376837351364255,14.48658081298935,42.11368758373862,50.77060079225849
V4-anchor-delay,uniform30,ID14,55,600,26.507569993209216,13.87590082536717,41.02645107710989,50.777569640962554
V3-lite,uniform30,ID16,35,601,28.65473107532888,19.107940267510717,37.31235514862439,50.778133492707795
V4-anchor-delay,uniform30,ID13,30,601,25.796065771399146,14.822202413417626,41.24884856028365,50.858649227205085
MDS+NLS,uniform30,ID14,-85,600,28.726322362644808,16.43796800008403,38.633621383946924,50.87204625029875
V4-anchor-delay,uniform30,ID13,-30,601,21.660120297159757,12.881777194415882,44.21990567800041,50.896965068118334
V3-lite,uniform30,ID13,35,601,26.69024880038554,15.699538282557636,40.42041615122636,50.9181198116181
V4-anchor-delay,uniform50,ID14,-65,600,28.59413174891337,16.26957453241604,38.91819549390932,50.96027243296684
V4-anchor-delay,uniform30,ID15,-70,600,25.816110876015514,14.456333514483486,41.52492241950662,50.98800193565883
V4-anchor-delay,uniform50,ID14,80,600,28.339519823748685,14.987922452771278,39.65026448356993,50.989309437449506
V3-lite,uniform50,ID16,-80,601,28.286597111887097,16.969579106752924,38.90522142800457,51.0070038876293
MDS+NLS,uniform30,ID16,-70,601,27.280012843814152,17.272301474886444,39.49314517142511,51.01215555658561
V4-anchor-delay,uniform50,ID16,60,601,29.19177836562417,19.01219660075227,37.33246012996451,51.062081068918154
V3-lite,uniform50,ID14,85,600,28.27570680465463,15.165991075013274,39.73577315880808,51.073031524655235
V4-anchor-delay,uniform30,ID16,-80,601,27.532076793956538,17.486266758544257,39.345128853712644,51.106006909702316
MDS+NLS,uniform30,ID16,35,601,28.88546204610005,19.29204205350343,37.51381692466349,51.12572018532355
MDS+NLS,uniform50,ID16,-80,601,28.332996330155265,16.968773008677193,39.030074841507805,51.127729077265926
V4-anchor-delay,uniform50,ID13,45,601,26.907711267001698,14.98439646463322,40.86884137904601,51.17440042348583
V4-anchor-delay,uniform30,ID16,40,601,28.500195436772298,18.702993816286654,38.17270842902153,51.17830386436586
MDS+NLS,uniform30,ID13,35,601,26.929206018713703,15.825440670239054,40.54162089613905,51.17860621482224
V4-anchor-delay,uniform50,ID13,-45,601,21.831765529235458,12.706988994861014,44.59124567295415,51.2491243447611
V3-lite,uniform30,ID15,65,600,29.848161978382457,17.5922588439611,37.77156069122126,51.25515722121331
V3-lite,uniform50,ID13,-35,601,22.10962947813989,12.631130801665234,44.485868703381044,51.257913489371234
MDS+NLS,uniform50,ID13,-35,601,22.149115338674218,12.63777558933078,44.46440908489852,51.25797847556402
V4-anchor-delay,uniform30,ID13,-25,601,21.940629807403006,12.715469090525302,44.54878616696747,51.2607914442198
MDS+NLS,uniform30,ID15,65,600,30.17085106895182,17.624401197089423,37.56044488316108,51.29996872905304
MDS+NLS,uniform50,ID14,85,600,28.43313802333271,15.252882964159177,39.9523914737504,51.35452619822355
V3-lite,uniform50,ID13,60,601,28.064254695406134,15.9251859011449,39.97633697949221,51.374326816928374
V4-anchor-delay,uniform50,ID16,-95,601,29.303491542795225,17.76550229094375,38.336487930278636,51.41978213758396
V3-lite,uniform50,ID14,-55,600,27.868195676364056,15.50172902737816,40.45535469448851,51.51286884411748
MDS+NLS,uniform50,ID13,60,601,28.188713321194566,16.011464339093934,40.04871022099125,51.52542808508725
V4-anchor-delay,uniform50,ID15,-85,600,25.213197646987126,14.392467170649969,42.570442915550686,51.52757569370438
V4-anchor-delay,uniform50,ID15,85,600,31.183995383480955,18.096076135105804,36.81799439165167,51.53129389592504
V3-lite,uniform30,ID15,-70,600,25.568667837783227,14.928967163802938,42.23980487854572,51.583252628681834
V3-lite,uniform30,ID16,-75,601,27.75248185124803,17.401153414135425,39.87075103202623,51.601135422623685
MDS+NLS,uniform50,ID14,-55,600,27.865827485329383,15.481790746327242,40.6109749578179,51.62791370159862
V3-lite,uniform50,ID15,90,600,31.593598753511127,19.683392021893305,35.80155961710437,51.64632682681771
MDS+NLS,uniform30,ID15,-70,600,25.445597427757004,14.898440037670397,42.4042300613473,51.64843338482983
V4-anchor-delay,uniform50,ID13,50,601,27.487056670372525,15.34418208110549,40.98080678456273,51.67599764738028
V3-lite,uniform50,ID16,65,601,30.377372307626555,19.945165428596482,36.80219687407501,51.72036414265094
MDS+NLS,uniform50,ID15,90,600,31.843779194697966,19.71993795208275,35.740867239434,51.77172797252879
V4-anchor-delay,uniform30,ID13,35,601,26.71793069498541,15.359522020866484,41.67915130949628,51.835454962905565
V4-anchor-delay,uniform50,ID14,-70,600,29.569613538884504,16.797217981795832,39.14963605169472,51.857521920615355
MDS+NLS,uniform30,ID16,-75,601,27.8581096567967,17.472145368837918,40.12395541005335,51.87756678168188
V3-lite,uniform30,ID13,-25,601,22.38753098678017,12.7344290363366,45.182543333110395,52.0079748559193
MDS+NLS,uniform50,ID16,65,601,30.570003073646664,20.090137265486575,36.97402342164345,52.01170167619108
V4-anchor-delay,uniform30,ID16,-85,601,28.271374656548492,17.596803576877473,39.99510679426306,52.04350765060563
V4-anchor-delay,uniform50,ID16,65,601,29.949591061505664,19.47431087572891,37.84784218484868,52.04503767781482
V3-lite,uniform50,ID16,-85,601,29.158282513434088,17.39664654444015,39.45053154596905,52.049910560777306
V3-lite,uniform30,ID16,40,601,29.835966121747223,19.890814862318194,37.732632487014435,52.05363526887592
V4-anchor-delay,uniform30,ID16,45,601,29.304950790521147,19.177739636742427,38.51802193508811,52.05961824871055
V4-anchor-delay,uniform30,ID15,-75,600,27.228563312747674,14.987510278236272,41.76986830521919,52.06478678196907
V3-lite,uniform50,ID15,-75,600,24.49523361653043,14.043035529597967,43.75402430508196,52.0733901306959
V4-anchor-delay,uniform30,ID15,60,600,30.077636581014172,16.570560920705947,39.21661350742542,52.1266773017154
MDS+NLS,uniform30,ID13,-25,601,22.49385426680396,12.752793861005108,45.29280513703301,52.15405476296879
V3-lite,uniform30,ID15,70,600,31.182382018345713,17.998597068071927,37.74603635127642,52.16372019889627
V3-lite,uniform30,ID14,60,600,27.451267884414374,14.372377668262903,41.96906626625705,52.16837999749022
MDS+NLS,uniform30,ID15,70,600,31.544519349696635,18.056493853259123,37.431019301377255,52.17446575880051
MDS+NLS,uniform50,ID16,-85,601,29.20463606966023,17.40069978420558,39.587572961295415,52.18113695491158
MDS+NLS,uniform50,ID15,-75,600,24.463937504908216,14.043254204427218,43.902311323697425,52.183428082649655
V4-anchor-delay,uniform50,ID13,55,601,28.09212657209373,15.716902366877248,41.15305923985063,52.247132745741574
V3-lite,uniform30,ID15,-75,600,26.674349212639218,15.27066074622013,42.29080429933953,52.28026505125055
V3-lite,uniform30,ID13,40,601,28.241191271014866,16.674026383669105,40.74584296736524,52.3049879014471
MDS+NLS,uniform30,ID15,-75,600,26.551347972145585,15.24427885926752,42.46782392247136,52.35339707972254
V3-lite,uniform50,ID13,-40,601,22.456726652543963,12.766429604510614,45.559536880339536,52.373253646732906
MDS+NLS,uniform50,ID13,-40,601,22.50154044816077,12.768840965353512,45.54748206692067,52.382590092273645
V4-anchor-delay,uniform50,ID13,-50,601,22.193943774550476,12.957455727368608,45.661071537988306,52.396567189004955
V3-lite,uniform50,ID13,65,601,29.110470086381714,16.676018373979414,40.28005398751341,52.4212915397591
V4-anchor-delay,uniform30,ID13,-35,601,21.857422490038523,13.155358081870205,45.80056545775367,52.42615912328738
MDS+NLS,uniform30,ID16,40,601,30.11358726967433,20.103423172528668,37.94314368638871,52.44671500015986
V4-anchor-delay,uniform50,ID16,-100,601,30.292212081039434,18.249313203778517,38.743096221242006,52.456487205880386
V4-anchor-delay,uniform50,ID15,-90,600,26.321370458749538,14.821103629723265,42.95252208431541,52.51093989859001
V3-lite,uniform30,ID16,-80,601,28.379752963230338,17.555426283645033,40.57942600539556,52.53849241443695
V3-lite,uniform50,ID14,-60,600,28.82019846701569,15.96219615564123,40.95225112696336,52.559322847190614
MDS+NLS,uniform50,ID13,65,601,29.280298078145886,16.7840079388112,40.3569574595521,52.60915123272042
MDS+NLS,uniform30,ID13,40,601,28.53827859306831,16.828953275450132,40.89605040827993,52.632062019261966
MDS+NLS,uniform30,ID14,60,600,27.70333279086777,14.488964073976671,42.35359652296007,52.642491070315536
V4-anchor-delay,uniform50,ID14,-75,600,30.57204059434113,17.31056788246319,39.22658357863698,52.65956974536728
V3-lite,uniform30,ID15,-80,600,27.70416870179055,15.584698070415895,41.986742473733294,52.66203870872163
MDS+NLS,uniform50,ID14,-60,600,28.823139455875648,15.9440381702715,41.121827577135576,52.68766861943692
MDS+NLS,uniform30,ID15,-80,600,27.580574173149877,15.557723628913365,42.16738507243181,52.73347324120626
V4-anchor-delay,uniform50,ID14,85,600,29.353163064961745,15.179773501305892,41.1224178325333,52.754970892444206
V4-anchor-delay,uniform30,ID14,60,600,27.619729094628937,14.09899162790153,42.68715605364196,52.76195875943492
MDS+NLS,uniform30,ID15,75,600,32.962816355725934,18.548119695848847,36.81090928697356,52.779001969406785
V4-anchor-delay,uniform50,ID15,90,600,32.27229022979676,18.395265899804595,37.525863570221155,52.80224390015637
V3-lite,uniform30,ID15,75,600,32.53121132168295,18.455740282860948,37.302140493375894,52.82370438384611
MDS+NLS,uniform30,ID16,-80,601,28.474768051090496,17.630484291299737,40.85781332733529,52.829984874127575
V4-anchor-delay,uniform30,ID16,50,601,30.153233517125866,19.65949108655605,38.68052586495025,52.83839666861386
V3-lite,uniform50,ID15,95,600,32.98830501972434,20.12074813018398,36.071779684181614,52.86062866611416
V4-anchor-delay,uniform30,ID16,-90,601,28.94230577331344,17.644626496431016,40.635005037524486,52.91685499039194
V4-anchor-delay,uniform50,ID13,60,601,28.76937426712509,16.129123320662085,41.389369571341305,52.923581023284115
V4-anchor-delay,uniform30,ID15,-80,600,28.642553511494224,15.560578967127487,41.742705474939505,52.962070860367284
V3-lite,uniform30,ID15,-85,600,28.746078741106544,15.932880661005393,41.57656089017753,52.998152275361235
MDS+NLS,uniform50,ID15,95,600,33.31724743846451,20.170933928879307,35.95826395970695,53.008511575359705
V4-anchor-delay,uniform30,ID13,40,601,27.768811142744774,15.97112673143241,42.25214433961626,53.02289564564225
MDS+NLS,uniform30,ID15,-85,600,28.624773931640554,15.903673949001043,41.759346321928234,53.067386716781186
V4-anchor-delay,uniform50,ID16,70,601,30.78341642580574,19.98165602130481,38.34460154683017,53.07724344748401
V3-lite,uniform50,ID16,-90,601,30.06606271136861,17.845611628904805,39.969109345975,53.10333024664421
MDS+NLS,uniform30,ID15,80,600,34.45599193906163,19.14448148595981,35.70394236208091,53.18362578901267
V3-lite,uniform50,ID16,70,601,31.656259258660548,20.764640923612635,37.358274224544246,53.18768387488167
V4-anchor-delay,uniform50,ID14,-80,600,31.52886388347308,17.738940012465168,39.066152375540284,53.243811959488234
MDS+NLS,uniform50,ID16,-90,601,30.11133921261112,17.850574200439763,40.128572942220174,53.25070999377776
V3-lite,uniform50,ID14,90,600,29.83445698336561,15.476591104071545,41.3179294156499,53.261533839080776
V3-lite,uniform30,ID15,80,600,33.99697569916965,19.002233773201528,36.35736196606992,53.27979930699026
V3-lite,uniform30,ID15,-90,600,29.700833484815302,16.29083899396569,41.162504258657094,53.30931158497549
MDS+NLS,uniform30,ID15,-90,600,29.56403116221568,16.254978479351394,41.32660795366565,53.34927168088256
MDS+NLS,uniform30,ID15,85,600,35.88243513437937,19.792921086992127,34.17995572274307,53.362704668499674
V4-anchor-delay,uniform50,ID15,-95,600,27.541742159206535,15.26336246382839,43.155558612218364,53.42209312633711
V3-lite,uniform30,ID16,45,601,31.20177111852039,20.740182897076615,38.0854306258338,53.42476704199955
V3-lite,uniform30,ID15,85,600,35.40124639815905,19.61278673973554,34.89084736103175,53.43482834081468
V3-lite,uniform30,ID16,-85,601,28.993504033846765,17.669691391596434,41.30360121612702,53.46801607929543
V4-anchor-delay,uniform30,ID15,65,600,31.267032888567844,17.037158823861663,39.93445299121901,53.50376306534103
V4-anchor-delay,uniform50,ID16,-105,601,31.324429942559455,18.75325740095202,39.12926056946533,53.51638634180929
MDS+NLS,uniform50,ID16,70,601,31.882630051371926,20.944899405300788,37.54134150444691,53.52142778405974
MDS+NLS,uniform30,ID15,90,600,37.205069196431836,20.575828967498783,32.5405449196311,53.53941515628998
V3-lite,uniform30,ID15,-95,600,30.609570292221917,16.65019674762451,40.70678942482948,53.58374334148828
V3-lite,uniform30,ID15,90,600,36.72185237714973,20.324272920525807,33.31208949750092,53.584193737022
MDS+NLS,uniform30,ID15,-95,600,30.461342782609073,16.6131466839049,40.83962398767535,53.588850839659344
V3-lite,uniform50,ID14,-65,600,29.78347289113021,16.429734859979174,41.45142961807065,53.62100765938447
MDS+NLS,uniform50,ID14,90,600,30.05297477046137,15.595117631624957,41.58212242246901,53.623333462732504
V3-lite,uniform50,ID13,70,601,30.369069566847514,17.567762253750058,40.576767514223725,53.641222197706036
V4-anchor-delay,uniform50,ID13,65,601,29.480594680685847,16.58662433198784,41.68845208419293,53.68564618809597
V4-anchor-delay,uniform30,ID16,-95,601,29.55256597557883,17.645924201191523,41.21832812074327,53.699938265554756
V4-anchor-delay,uniform30,ID16,55,601,31.16645241433806,20.173855915687366,38.806560211265875,53.70550562123698
MDS+NLS,uniform30,ID15,95,600,38.42353486010367,21.443619878588944,30.824108647617468,53.72450594061469
V3-lite,uniform50,ID15,-80,600,25.624980243302215,14.517023911512954,44.93514072320604,53.72662717434808
V3-lite,uniform30,ID15,95,600,37.9581272981252,21.16376527327823,31.616737498506424,53.743301708887934
MDS+NLS,uniform50,ID14,-65,600,29.78410137748339,16.41312962655304,41.629954331283514,53.754410206298346
MDS+NLS,uniform50,ID13,-45,601,22.925636733635567,12.94012585422909,46.86742884027004,53.75488408380846
MDS+NLS,uniform30,ID16,-85,601,29.06471586217696,17.740487916274244,41.61401881057905,53.76996541958885
MDS+NLS,uniform30,ID15,-100,600,31.32330371015334,16.976897895192398,40.32776011926118,53.81164050369554
V3-lite,uniform50,ID13,-45,601,22.9045372503725,12.941002174261493,46.95755640350316,53.82471056416489
V4-anchor-delay,uniform30,ID15,-85,600,30.05779695113001,16.187595107516326,41.61636501919412,53.82779235981214
V3-lite,uniform30,ID15,-100,600,31.483485950578913,17.00970351695111,40.21812922323903,53.83342660050568
MDS+NLS,uniform30,ID15,100,600,39.466547384193646,22.347453216489168,29.046644832016046,53.85837542749743
V3-lite,uniform30,ID15,100,600,39.038760259445034,22.042992379110846,29.850485712363866,53.86065180522794
MDS+NLS,uniform50,ID13,70,601,30.61864216112491,17.717450470841225,40.632929246788464,53.87433747297729
V4-anchor-delay,uniform50,ID13,-55,601,22.665213812416116,13.32543630836455,47.0281691024341,53.87882570266316
MDS+NLS,uniform30,ID16,45,601,31.545997460175084,20.982314812382192,38.30856748570848,53.87906674628252
MDS+NLS,uniform50,ID15,-80,600,25.586870569195053,14.516120487295066,45.14165192588867,53.88111392802209
V4-anchor-delay,uniform30,ID16,-150,601,33.14499350957777,18.838786787868163,38.12134706558586,53.914075940180595
V4-anchor-delay,uniform50,ID14,-85,600,32.380971561987266,18.213497922987436,39.146418933994084,53.96944451487959
V3-lite,uniform30,ID15,105,600,39.9831394930878,22.941823257701145,28.128549178429303,54.00179605341502
V3-lite,uniform50,ID15,100,600,34.540138671492066,20.492797623591642,36.13120733965706,54.022588587633166
V3-lite,uniform30,ID13,45,601,30.048318300163164,17.858429535109718,41.198079809944716,54.0287582510923
MDS+NLS,uniform30,ID15,105,600,40.371403394898266,23.237507420502347,27.412263178589946,54.04872001966174
V3-lite,uniform30,ID13,-30,601,22.819352066018457,12.997716927847769,47.28519121714401,54.08837936647052
MDS+NLS,uniform30,ID15,-105,600,32.15634235968724,17.37092826832962,39.89736861003383,54.10711159230163
V4-anchor-delay,uniform50,ID15,95,600,33.41251262745139,18.689245978545895,38.24452361713311,54.114023155071784
V4-anchor-delay,uniform50,ID16,75,601,31.704641516521704,20.511094097807014,38.795762816716326,54.138715235136075
V3-lite,uniform30,ID15,-105,600,32.310706642416996,17.400304655306453,39.805768178988046,54.14103384817422
V4-anchor-delay,uniform30,ID13,-40,601,22.258918938728144,13.551725721401448,47.468402101592034,54.1512505896899
MDS+NLS,uniform30,ID13,-30,601,22.9215858401696,12.994242359824511,47.320270517406406,54.16140169691552
V3-lite,uniform50,ID16,-95,601,31.026228452118563,18.30594635041417,40.45843589456079,54.17212898513015
MDS+NLS,uniform50,ID15,100,600,34.92783765774236,20.579088859169147,35.93979920480756,54.1767653944112
V4-anchor-delay,uniform50,ID15,-100,600,28.865305868169074,15.748786635692158,43.16288996880385,54.26108397201976
V3-lite,uniform30,ID15,110,600,40.815644430839875,23.810843701090345,26.674284760472776,54.262238947036586
MDS+NLS,uniform50,ID16,-95,601,31.06897686219043,18.315147703122776,40.639311468101454,54.33488377876491
MDS+NLS,uniform30,ID15,110,600,41.17950485678,24.086620812475555,26.034739796291845,54.34817935013252
MDS+NLS,uniform30,ID13,45,601,30.39415315956296,18.05453786449418,41.35052329675645,54.402542777916395
V4-anchor-delay,uniform30,ID13,45,601,29.008459724381137,16.69500895281709,42.919838874904144,54.42725997662769
MDS+NLS,uniform30,ID15,-110,600,32.944674628243085,17.769413680634766,39.525956392986224,54.43716448984629
V3-lite,uniform30,ID16,-90,601,29.605936441973984,17.76354729870834,42.089694275533255,54.43893321371671
V3-lite,uniform30,ID15,-110,600,33.10057897415576,17.796123429940305,39.44092821032222,54.478777112282756
V4-anchor-delay,uniform30,ID16,-100,601,30.170337418811208,17.66564847098955,41.795164290294395,54.49000049475312
V4-anchor-delay,uniform30,ID15,130,600,41.67688147986754,24.9908745783896,24.832892741652987,54.57269302497511
